read_id	chr_end	y_prime_recombination_status	y_prime_observed_array	y_prime_gained_segment	y_prime_fingerprint_window	unit	copies	kind	donor	y_prime_array_matches	recombination_source	overall_confidence	recombination_mechanism	telomere_end_confirmed	circle_class
SRR33298449.231908	chr14R	Y' Gain	ID6,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2	4.0	periodic	chr14L	chr14L:periodic	chr14L	0.66	donor_transfer	False	homopolymer_run
SRR33298449.71973	chr14R	Y' Gain	ID6,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2	4.0	periodic	chr14L	chr14L:periodic	chr14L	0.66	donor_transfer	True	homopolymer_run
SRR33298449.95832	chr14R	Y' Gain	ID6,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.132130	chr14R	1st Y' Change	ID3,ID3,ID3	ID3,ID3,ID3		ID3	3.0				ambiguous	0.3	unmatched_array	True	homopolymer_run
SRR33298449.497101	chr15L	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	-0.0009	subtelomere_switch	False	repeated_unit_from_donor
SRR33298449.203189	chr15R	Y' Gain	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1	7.0	contiguous	chr4R	chr12R:periodic;chr14L:periodic;chr4R:contiguous	chr4R	0.66	donor_transfer	True	homopolymer_run
SRR33298449.541542	chr15R	Y' Gain	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1	4.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	False	homopolymer_run
SRR33298449.557763	chr15R	Y' Gain	ID1,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.445000	chr15R	Y' Gain	ID1,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.475238	chr15R	Y' Gain	ID1,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	False	homopolymer_run
SRR33298449.304990	chr16L	Y' Gain	ID1,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.214186	chr2L	Y' Gain	ID4,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.444426	chr2R	Y' Gain	ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2	ID2,ID1	2.5	periodic	chr13L	chr13L:periodic;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.196678	chr2R	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.507268	chr2R	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.0002	subtelomere_switch	True	repeated_unit_from_donor
SRR33298449.564793	chr2R	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.486235	chr3R	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.66	donor_transfer	False	repeated_unit_from_donor
SRR33298449.43071	chr3R	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.277608	chr3R	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.421389	chr3R	Y' Gain	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2	4.0	periodic	chr14L	chr14L:periodic	chr14L	0.0001	subtelomere_switch	False	homopolymer_run
SRR33298449.354290	chr4L	Y' Gain	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	ID1	5.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	False	homopolymer_run
SRR33298449.23058	chr4L	Y' Gain	ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2	ID2,ID1	2.5	periodic	chr13L	chr13L:periodic;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.141373	chr4L	Y' Gain	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	ID2,ID1	2.0	contiguous	chr13L	chr13L:contiguous;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.338586	chr4R	Y' Gain	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr4R	0.33	tandem_amplification_same_end	True	homopolymer_run
SRR33298449.567078	chr5L	Y' Gain	ID8,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	False	homopolymer_run
SRR33298449.575359	chr5L	Y' Gain	ID8,ID2,ID2,ID2	ID2,ID2,ID2	ID2,ID2,ID2	ID2	3.0	contiguous	chr14L	chr14L:contiguous	chr14L	0.66	donor_transfer	False	homopolymer_run
SRR33298449.131857	chr5R	Y' Gain	ID1,ID1,ID2,ID1,ID2,ID1	ID1,ID2,ID1,ID2,ID1	ID1,ID2,ID1,ID2,ID1	ID1,ID2	2.5	periodic	chr13L	chr13L:periodic;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.439307	chr5R	Y' Gain	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1	4.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.67876	chr5R	Y' Gain	ID1,ID2,ID2,ID2	ID2,ID2,ID2	ID2,ID2,ID2	ID2	3.0	contiguous	chr14L	chr14L:contiguous	chr14L	0.66	donor_transfer	True	homopolymer_run
SRR33298449.107663	chr7L	Y' Gain	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1	4.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	-0.0013	subtelomere_switch	True	homopolymer_run
SRR33298449.277410	chr7R	Y' Gain	ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	ID1	5.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.444270	chr7R	Y' Gain	ID1,ID1,ID1,ID1	ID1,ID1,ID1	ID1,ID1,ID1	ID1	3.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	True	homopolymer_run
SRR33298449.17944	chr8L	1st Y' Change	ID1,ID2,ID1,ID2	ID1,ID2,ID1,ID2	ID1,ID2,ID1,ID2	ID1,ID2	2.0	contiguous	chr13L	chr13L:rotation;chr14L:periodic	chr13L	0.66	donor_transfer	True	repeated_unit_from_donor
SRR33298449.126869	chr8R	Y' Gain	ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	ID2	4.0	periodic	chr14L	chr14L:periodic	chr14L	0.66	donor_transfer	True	homopolymer_run
SRR33298449.525711	chr9L	Y' Gain	ID3,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	ID1	4.0	contiguous		chr12R:contiguous;chr14L:periodic;chr4R:contiguous	chr12R	0.33	donor_transfer_candidates:2	False	homopolymer_run
