sample	strain	chr_end	read_id	copy_index	n_copies	true_element	matched_element	matched_end	yp_start	yp_end	read_length	telo_side	true_len	matched_len
6991_day0_reference	6991	chr13L	SRR33298378.42439	1	1	E-chr13L-1	E-chr10L-1	chr10L	10350	17224	17358	end	5482	6869
6991_day0_reference	6991	chr13L	SRR33298378.265251	1	1	E-chr13L-1	E-chr2L-1	chr2L	10309	16312	16398	end	5482	5975
6991_day0_reference	6991	chr13L	SRR33298378.159765	1	1	E-chr13L-1	E-chr2L-1	chr2L	110	6092	16365	beginning	5482	5975
6991_day0_reference	6991	chr14R	SRR33298378.714719	1	1	E-chr14R-1	E-chr9L-1	chr9L	9234	16311	16417	end	6530	6870
6991_day0_reference	6991	chr14R	SRR33298378.9482	1	1	E-chr14R-1	E-chr9L-1	chr9L	9211	16042	16302	end	6530	6870
6991_day0_reference	6991	chr14R	SRR33298378.566178	1	1	E-chr14R-1	E-chr9L-1	chr9L	9051	15727	15886	end	6530	6870
6991_day0_reference	6991	chr14R	SRR33298378.240117	1	1	E-chr14R-1	E-chr5L-1	chr5L	9346	15905	16047	end	6530	6480
6991_day0_reference	6991	chr14R	SRR33298378.306956	1	1	E-chr14R-1	E-chr15R-1	chr15R	134	6780	15938	beginning	6530	6650
6991_day0_reference	6991	chr15R	SRR33298378.651427	1	1	E-chr15R-1	E-chr13L-1	chr13L	19204	24689	24901	end	6650	5482
6991_day0_reference	6991	chr16L	SRR33298378.290053	1	1	E-chr16L-1	E-chr10L-1	chr10L	19131	26245	26442	end	6653	6869
6991_day0_reference	6991	chr16L	SRR33298378.305547	1	1	E-chr16L-1	E-chr5L-1	chr5L	19298	25829	25943	end	6653	6480
6991_day0_reference	6991	chr16R	SRR33298378.400808	1	1	E-chr16R-1	E-chr14L-5	chr14L	6340	11519	11675	end	5302	5485
6991_day0_reference	6991	chr2L	SRR33298378.69401	1	1	E-chr2L-1	E-chr14L-5	chr14L	188	5767	15548	beginning	5975	5485
6991_day0_reference	6991	chr2L	SRR33298378.722027	1	1	E-chr2L-1	E-chr8R-1	chr8R	9784	15259	15419	end	5975	5469
6991_day0_reference	6991	chr2L	SRR33298378.427420	1	1	E-chr2L-1	E-chr8R-1	chr8R	120	5585	15364	beginning	5975	5469
6991_day0_reference	6991	chr5L	SRR33298378.334381	1	1	E-chr5L-1	E-chr5R-1	chr5R	181	6533	12325	beginning	6480	6693
6991_day0_reference	6991	chr5L	SRR33298378.381146	1	1	E-chr5L-1	E-chr12R-1	chr12R	143	6455	12273	beginning	6480	6483
6991_day0_reference	6991	chr6L	SRR33298378.151924	1	1	E-chr6L-1	E-chr14L-5	chr14L	192	5652	23838	beginning	5975	5485
6991_day0_reference	6991	chr6L	SRR33298378.95349	1	1	E-chr6L-1	E-chr13L-1	chr13L	18173	23632	23792	end	5975	5482
6991_day0_reference	6991	chr6L	SRR33298378.180346	1	1	E-chr6L-1	E-chr14L-5	chr14L	18198	23643	23774	end	5975	5485
6991_day0_reference	6991	chr6L	SRR33298378.296817	1	1	E-chr6L-1	E-chr14L-5	chr14L	105	5569	23738	beginning	5975	5485
6991_day0_reference	6991	chr8L	SRR33298378.142793	1	1	E-chr8L-1	E-chr2L-1	chr2L	142	5693	11487	beginning	5058	5975
6991_day0_reference	6991	chr8R	SRR33298378.56289	1	1	E-chr8R-1	E-chr2L-1	chr2L	35213	41202	41281	end	5469	5975
6991_day0_reference_promethion	6991	chr13L	SRR33298377.260642	1	1	E-chr13L-1	E-chr6L-1	chr6L	199	6163	16495	beginning	5483	5975
6991_day0_reference_promethion	6991	chr13L	SRR33298377.267122	1	1	E-chr13L-1	E-chr2L-1	chr2L	162	6158	16422	beginning	5483	5975
6991_day0_reference_promethion	6991	chr13L	SRR33298377.272313	1	1	E-chr13L-1	E-chr6L-1	chr6L	10312	16278	16414	end	5483	5975
6991_day0_reference_promethion	6991	chr13L	SRR33298377.125819	1	1	E-chr13L-1	E-chr2L-1	chr2L	10300	16265	16408	end	5483	5975
6991_day0_reference_promethion	6991	chr14R	SRR33298377.726683	1	1	E-chr14R-1	E-chr9L-1	chr9L	9210	15799	15917	end	6530	6870
6991_day0_reference_promethion	6991	chr14R	SRR33298377.93825	1	1	E-chr14R-1	E-chr2L-1	chr2L	6418	12382	12497	end	6530	5975
6991_day0_reference_promethion	6991	chr16R	SRR33298377.644709	1	1	E-chr16R-1	E-chr13L-1	chr13L	195	5378	11736	beginning	5302	5483
6991_day0_reference_promethion	6991	chr16R	SRR33298377.534605	1	1	E-chr16R-1	E-chr13L-1	chr13L	6351	11527	11702	end	5302	5483
6991_day0_reference_promethion	6991	chr2L	SRR33298377.541858	1	1	E-chr2L-1	E-chr8R-1	chr8R	9744	15272	15385	end	5975	5469
6991_day0_reference_promethion	6991	chr5R	SRR33298377.75463	1	1	E-chr5R-1	E-chr9L-1	chr9L	7278	14117	14277	end	6693	6870
6991_day0_reference_promethion	6991	chr8L	SRR33298377.763070	1	1	E-chr8L-1	E-chr13L-1	chr13L	229	5257	11049	beginning	5058	5483
6991_day0_reference_promethion	6991	chr8R	SRR33298377.221175	1	1	E-chr8R-1	E-chr14L-5	chr14L	35255	40707	40813	end	5469	5484
6991_day0_with_selection	6991	chr10L	SRR33298395.1154314	1	1	E-chr10L-1	E-chr16L-1	chr16L	249	6856	25652	beginning	6869	6653
6991_day0_with_selection	6991	chr10L	SRR33298395.850311	1	1	E-chr10L-1	E-chr16L-1	chr16L	236	6821	25688	beginning	6869	6653
6991_day0_with_selection	6991	chr10L	SRR33298395.1509441	1	1	E-chr10L-1	E-chr7R-1	chr7R	18883	25479	25591	end	6869	6654
6991_day0_with_selection	6991	chr10L	SRR33298395.1158890	1	1	E-chr10L-1	E-chr13L-1	chr13L	109	5536	24418	beginning	6869	5483
6991_day0_with_selection	6991	chr10L	SRR33298395.1286062	1	1	E-chr10L-1	E-chr5R-1	chr5R	16214	21037	21096	end	6869	6692
6991_day0_with_selection	6991	chr12L	SRR33298395.790631	1	1	E-chr12L-1	E-chr2L-1	chr2L	5937	11908	12000	end	5190	5975
6991_day0_with_selection	6991	chr12L	SRR33298395.198323	1	1	E-chr12L-1	E-chr8L-1	chr8L	5751	10803	11039	end	5190	5058
6991_day0_with_selection	6991	chr13L	SRR33298395.1185585	1	1	E-chr13L-1	E-chr7R-1	chr7R	175	6822	17314	beginning	5483	6654
6991_day0_with_selection	6991	chr13L	SRR33298395.1573029	1	1	E-chr13L-1	E-chr15R-1	chr15R	227	6873	15996	beginning	5483	6649
6991_day0_with_selection	6991	chr13L	SRR33298395.1020823	1	1	E-chr13L-1	E-chr16L-1	chr16L	8608	15240	15465	end	5483	6653
6991_day0_with_selection	6991	chr13L	SRR33298395.1472813	1	1	E-chr13L-1	E-chr14L-2	chr14L	10273	16899	17040	end	5483	6652
6991_day0_with_selection	6991	chr13L	SRR33298395.1438229	1	1	E-chr13L-1	E-chr2L-1	chr2L	281	6260	16520	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.1400154	1	1	E-chr13L-1	E-chr2L-1	chr2L	188	6175	16495	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.836889	1	1	E-chr13L-1	E-chr2L-1	chr2L	199	6180	16457	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.398286	1	1	E-chr13L-1	E-chr6L-1	chr6L	154	6126	16446	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.1088166	1	1	E-chr13L-1	E-chr6L-1	chr6L	10313	16272	16404	end	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.705953	1	1	E-chr13L-1	E-chr2L-1	chr2L	10268	16239	16400	end	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.1740335	1	1	E-chr13L-1	E-chr2L-1	chr2L	10308	16295	16371	end	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.931252	1	1	E-chr13L-1	E-chr2L-1	chr2L	10017	15993	16114	end	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.240085	1	1	E-chr13L-1	E-chr2L-1	chr2L	257	6006	16303	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.91673	1	1	E-chr13L-1	E-chr6L-1	chr6L	233	5988	15978	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.167741	1	1	E-chr13L-1	E-chr2L-1	chr2L	9956	15705	15906	end	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.30875	1	1	E-chr13L-1	E-chr8R-1	chr8R	10286	15723	15791	end	5483	5468
6991_day0_with_selection	6991	chr13L	SRR33298395.1334307	1	1	E-chr13L-1	E-chr6L-1	chr6L	147	4520	14557	beginning	5483	5975
6991_day0_with_selection	6991	chr13L	SRR33298395.634165	1	1	E-chr13L-1	E-chr5R-1	chr5R	10070	10400	11346	end	5483	6692
6991_day0_with_selection	6991	chr14R	SRR33298395.1669606	1	1	E-chr14R-1	E-chr9L-1	chr9L	9229	16056	16252	end	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.88506	1	1	E-chr14R-1	E-chr9L-1	chr9L	184	7015	16071	beginning	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.614991	1	1	E-chr14R-1	E-chr9L-1	chr9L	110	6960	16177	beginning	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.768603	1	1	E-chr14R-1	E-chr9L-1	chr9L	9209	15941	16023	end	6530	6870
6991_day0_with_selection	6991	chr14R	SRR33298395.614488	1	1	E-chr14R-1	E-chr7R-1	chr7R	176	6798	15976	beginning	6530	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.349274	1	1	E-chr14R-1	E-chr7R-1	chr7R	150	6791	15955	beginning	6530	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.279078	1	1	E-chr14R-1	E-chr7R-1	chr7R	9149	15736	15878	end	6530	6654
6991_day0_with_selection	6991	chr14R	SRR33298395.1459324	1	1	E-chr14R-1	E-chr7R-1	chr7R	9142	15685	15809	end	6530	6654
6991_day0_with_selection	6991	chr16L	SRR33298395.632924	1	1	E-chr16L-1	E-chr10L-1	chr10L	19134	26245	26404	end	6653	6869
6991_day0_with_selection	6991	chr16L	SRR33298395.1099939	1	1	E-chr16L-1	E-chr10L-1	chr10L	19166	26037	26256	end	6653	6869
6991_day0_with_selection	6991	chr16R	SRR33298395.517366	1	1	E-chr16R-1	E-chr14L-4	chr14L	155	5355	9498	beginning	5302	5485
6991_day0_with_selection	6991	chr16R	SRR33298395.555288	1	1	E-chr16R-1	E-chr13L-1	chr13L	6336	11516	11672	end	5302	5483
6991_day0_with_selection	6991	chr2L	SRR33298395.117875	1	1	E-chr2L-1	E-chr8R-1	chr8R	182	5669	15445	beginning	5975	5468
6991_day0_with_selection	6991	chr2L	SRR33298395.202022	1	1	E-chr2L-1	E-chr8R-1	chr8R	9780	15246	15386	end	5975	5468
6991_day0_with_selection	6991	chr2L	SRR33298395.736127	1	1	E-chr2L-1	E-chr8R-1	chr8R	78	5401	15041	beginning	5975	5468
6991_day0_with_selection	6991	chr5R	SRR33298395.1657397	1	1	E-chr5R-1	E-chr10L-1	chr10L	233	7041	14339	beginning	6692	6869
6991_day0_with_selection	6991	chr5R	SRR33298395.580888	1	1	E-chr5R-1	E-chr10L-1	chr10L	7291	14111	14239	end	6692	6869
6991_day0_with_selection	6991	chr5R	SRR33298395.939873	1	1	E-chr5R-1	E-chr10L-1	chr10L	7273	14072	14216	end	6692	6869
6991_day0_with_selection	6991	chr6L	SRR33298395.319132	1	1	E-chr6L-1	E-chr14L-4	chr14L	192	5651	23829	beginning	5975	5485
6991_day0_with_selection	6991	chr6L	SRR33298395.1011445	1	1	E-chr6L-1	E-chr14L-5	chr14L	18037	23484	23627	end	5975	5484
6991_day0_with_selection	6991	chr6L	SRR33298395.807323	1	1	E-chr6L-1	E-chr14L-5	chr14L	18135	23507	23594	end	5975	5484
6991_day0_with_selection	6991	chr7R	SRR33298395.1707743	1	1	E-chr7R-1	E-chr8R-1	chr8R	147	5624	19644	beginning	6654	5468
6991_day0_with_selection	6991	chr8L	SRR33298395.1560587	1	1	E-chr8L-1	E-chr9L-1	chr9L	334	7197	15740	beginning	5058	6870
6991_day0_with_selection	6991	chr8L	SRR33298395.1208889	1	1	E-chr8L-1	E-chr2L-1	chr2L	5789	11094	11199	end	5058	5975
6991_day0_with_selection	6991	chr8R	SRR33298395.779900	1	1	E-chr8R-1	E-chr2L-1	chr2L	35271	41241	41420	end	5468	5975
6991_day0_with_selection	6991	chr8R	SRR33298395.1543959	1	1	E-chr8R-1	E-chr2L-1	chr2L	35291	41248	41366	end	5468	5975
6991_day0_with_selection_repeat	6991	chr10L	SRR33298373.491903	1	1	E-chr10L-1	E-chr16L-1	chr16L	320	6913	25283	beginning	6869	6654
6991_day0_with_selection_repeat	6991	chr10L	SRR33298373.545529	1	1	E-chr10L-1	E-chr16L-1	chr16L	18376	24958	25254	end	6869	6654
6991_day0_with_selection_repeat	6991	chr10L	SRR33298373.122658	1	1	E-chr10L-1	E-chr14L-1	chr14L	182	6809	25666	beginning	6869	6654
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.896473	1	1	E-chr13L-1	E-chr6L-1	chr6L	247	6212	16543	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.1068481	1	1	E-chr13L-1	E-chr6L-1	chr6L	207	6182	16491	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.1520960	1	1	E-chr13L-1	E-chr2L-1	chr2L	212	6183	16484	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.107087	1	1	E-chr13L-1	E-chr6L-1	chr6L	187	6156	16472	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.1079946	1	1	E-chr13L-1	E-chr6L-1	chr6L	184	6156	16480	beginning	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.8939	1	1	E-chr13L-1	E-chr2L-1	chr2L	10311	16282	16464	end	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.46529	1	1	E-chr13L-1	E-chr6L-1	chr6L	10322	16294	16459	end	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.797552	1	1	E-chr13L-1	E-chr6L-1	chr6L	10270	16235	16333	end	5483	5975
6991_day0_with_selection_repeat	6991	chr13L	SRR33298373.677153	1	1	E-chr13L-1	E-chr8L-1	chr8L	221	5282	15332	beginning	5483	5059
6991_day0_with_selection_repeat	6991	chr14R	SRR33298373.897522	1	1	E-chr14R-1	E-chr9L-1	chr9L	8375	15456	15646	end	6530	6870
6991_day0_with_selection_repeat	6991	chr14R	SRR33298373.1266643	1	1	E-chr14R-1	E-chr14L-1	chr14L	9169	15784	15973	end	6530	6654
6991_day0_with_selection_repeat	6991	chr14R	SRR33298373.942862	1	1	E-chr14R-1	E-chr13L-1	chr13L	163	5639	14791	beginning	6530	5483
6991_day0_with_selection_repeat	6991	chr16R	SRR33298373.72733	1	1	E-chr16R-1	E-chr14L-5	chr14L	70	5253	11600	beginning	5302	5485
6991_day0_with_selection_repeat	6991	chr2L	SRR33298373.284052	1	1	E-chr2L-1	E-chr8R-1	chr8R	162	5629	15428	beginning	5975	5469
6991_day0_with_selection_repeat	6991	chr5L	SRR33298373.260098	1	1	E-chr5L-1	E-chr10L-1	chr10L	5817	12525	12782	end	6480	6869
6991_day0_with_selection_repeat2	6991	chr10L	SRR33298384.498901	1	1	E-chr10L-1	E-chr7R-1	chr7R	17060	23654	23872	end	6869	6655
6991_day0_with_selection_repeat2	6991	chr10L	SRR33298384.151130	1	1	E-chr10L-1	E-chr7R-1	chr7R	176	6744	25566	beginning	6869	6655
6991_day0_with_selection_repeat2	6991	chr13L	SRR33298384.185796	1	1	E-chr13L-1	E-chr6L-1	chr6L	229	6171	16491	beginning	5483	5975
6991_day0_with_selection_repeat2	6991	chr13L	SRR33298384.45869	1	1	E-chr13L-1	E-chr6L-1	chr6L	203	6126	16454	beginning	5483	5975
6991_day0_with_selection_repeat2	6991	chr13L	SRR33298384.220455	1	1	E-chr13L-1	E-chr16R-1	chr16R	10599	15881	16133	end	5483	5302
6991_day0_with_selection_repeat2	6991	chr14R	SRR33298384.285744	1	1	E-chr14R-1	E-chr6L-1	chr6L	258	6235	15099	beginning	6530	5975
6991_day0_with_selection_repeat2	6991	chr15R	SRR33298384.129326	1	1	E-chr15R-1	E-chr9L-1	chr9L	19270	26130	26296	end	6650	6870
6991_day0_with_selection_repeat2	6991	chr16R	SRR33298384.538094	1	1	E-chr16R-1	E-chr13L-1	chr13L	192	5396	11736	beginning	5302	5483
6991_day0_with_selection_repeat2	6991	chr16R	SRR33298384.248800	1	1	E-chr16R-1	E-chr14L-5	chr14L	6348	11537	11615	end	5302	5485
6991_day0_with_selection_repeat2	6991	chr2L	SRR33298384.467718	1	1	E-chr2L-1	E-chr8R-1	chr8R	143	5933	15714	beginning	5975	5469
6991_day0_with_selection_repeat2	6991	chr2L	SRR33298384.313055	1	1	E-chr2L-1	E-chr8R-1	chr8R	104	5335	15138	beginning	5975	5469
7172_day0_with_selection	7172	chr16R	SRR33298432.177252	1	1	E-chr16R-1	E-chr14L-3	chr14L	256	5450	11800	beginning	5302	5485
7172_day0_with_selection	7172	chr16R	SRR33298432.315476	1	1	E-chr16R-1	E-chr14L-3	chr14L	6355	11550	11664	end	5302	5485
7172_day0_with_selection	7172	chr5R	SRR33298432.328531	1	1	E-chr5R-1	E-chr13L-1	chr13L	147	5604	12837	beginning	6693	5483
7172_day0_with_selection	7172	chr6L	SRR33298432.77931	1	1	E-chr6L-1	E-chr14L-3	chr14L	18165	23526	23662	end	5975	5485
7302_day0_with_selection	7302	chr10L	SRR33298452.573441	1	1	E-chr10L-1	E-chr14R-1	chr14R	18900	25405	25603	end	6869	6530
7302_day0_with_selection	7302	chr14R	SRR33298452.246202	1	1	E-chr14R-1	E-chr14L-1	chr14L	160	6783	14366	beginning	6530	6654
7302_day0_with_selection	7302	chr14R	SRR33298452.217955	1	1	E-chr14R-1	E-chr14L-1	chr14L	9170	15786	15939	end	6530	6654
7302_day0_with_selection	7302	chr2L	SRR33298452.59861	1	1	E-chr2L-1	E-chr8R-1	chr8R	9773	15242	15415	end	5975	5469
7302_day0_with_selection	7302	chr5R	SRR33298452.485827	1	1	E-chr5R-1	E-chr10L-1	chr10L	7293	14368	14580	end	6693	6869
7302_day0_with_selection	7302	chr5R	SRR33298452.241882	1	1	E-chr5R-1	E-chr14R-1	chr14R	7260	13762	13946	end	6693	6530
7302_day0_with_selection	7302	chr6L	SRR33298452.485661	1	1	E-chr6L-1	E-chr16L-1	chr16L	187	6820	25004	beginning	5975	6654
7302_day0_with_selection	7302	chr6L	SRR33298452.419935	1	1	E-chr6L-1	E-chr14R-1	chr14R	18163	24677	24846	end	5975	6530
7302_day0_with_selection	7302	chr6L	SRR33298452.427945	1	1	E-chr6L-1	E-chr14L-5	chr14L	143	5635	23816	beginning	5975	5485
7302_day0_with_selection	7302	chr6L	SRR33298452.400002	1	1	E-chr6L-1	E-chr14L-5	chr14L	176	5644	23810	beginning	5975	5485
7302_day0_with_selection	7302	chr6L	SRR33298452.272227	1	1	E-chr6L-1	E-chr14L-5	chr14L	18180	23635	23752	end	5975	5485
7302_day0_with_selection	7302	chr6L	SRR33298452.220014	1	1	E-chr6L-1	E-chr8R-1	chr8R	111	5589	23728	beginning	5975	5469
7302_day0_with_selection	7302	chr6L	SRR33298452.400093	1	1	E-chr6L-1	E-chr14L-5	chr14L	18076	23504	23653	end	5975	5485
7302_day0_with_selection	7302	chr8R	SRR33298452.555243	1	1	E-chr8R-1	E-chr2L-1	chr2L	151	6116	41425	beginning	5469	5975
