read_id	anchor_name	Repeat_Type	repeat_length	Adapter_After_Telomere	Tag_After_Telomere	both_adapter_and_tag	either_adapter_or_tag	trimmed_read_length_past_anchor	length_to_trim_end_of_read	y_prime_probe_count	reference_y_primes	y_primes_relative_to_ref	delta_y_prime_sign	reference_y_prime_end_status	read_y_prime_end_status	y_prime_type_delta_y_prime_sign	chr_end	chr_end_rank
b98bd77c-33cf-4ae0-972b-83b2610a68a8	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
03120aaa-43e6-4007-a7e2-92710f02b1cb	chr1L_anchor	TG	102.0	False	False	False	False	10868.0	1.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
0331f926-bd58-4b33-ab61-4e63b8bd8b70	chr1L_anchor	TG	127.0	True	False	False	True	10841.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
ab37467c-82ca-4156-97c9-33c1c301d770	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
389629b9-db6b-4aa9-ab43-b3ad69fd3f9c	chr1L_anchor	TG	160.0	True	False	False	True	10894.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
7e6ea49d-876c-4deb-99cb-e8ba66aaab72	chr1L_anchor	TG	204.0	True	False	False	True	10969.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
3e04ded2-45a4-469a-9f45-5daa3179732e	chr1L_anchor	TG	86.0	True	False	False	True	10838.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
c0cd26c0-b372-477a-8e1b-47908eb3b4cc	chr1L_anchor	TG	104.0	True	False	False	True	10870.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
791b217e-7d79-493d-b6a3-0b3fe13188bf	chr1L_anchor	TG	154.0	True	False	False	True	10923.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
487b8dfe-7465-4de0-a89a-c569f08c28a6	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
0cbfc8e8-7dd9-4d5d-87bf-2b8ac6174170	chr1L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
0cf8663a-670a-408e-bc6e-a7a347aa3f8d	chr1L_anchor	TG	122.0	True	False	False	True	10882.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
858d4adc-a4bb-4436-a6dd-29e77cfac5c4	chr1L_anchor	AC	151.0	True	False	False	True	10748.0	35.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
7926bcfc-0aa3-4ca3-b8ae-3753a201deff	chr1L_anchor	TG	212.0	True	False	False	True	10973.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
4e1d9521-99b4-4880-ae70-45820bd447bf	chr1L_anchor	TG	90.0	True	False	False	True	10868.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
c9f8e7f9-be3f-4b3d-868e-6744162264de	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
c9a53040-e9c6-43c7-995e-1ad3bd31fec6	chr1L_anchor	TG	72.0	False	False	False	False	10840.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
12c6d677-ec20-4628-bead-5368ff59f8dc	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
d9df3c87-5295-443f-9099-1c6724b21233	chr1L_anchor	TG	151.0	False	False	False	False	10926.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
f8e5bb3a-5c55-48d4-b554-aae74461c978	chr1L_anchor	TG	158.0	True	False	False	True	10908.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
b334832b-4163-4518-8dfb-ea6e8d60fa34	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
740d42e1-303f-40a3-85c6-63bb2d71ad56	chr1L_anchor	TG	126.0	True	False	False	True	10901.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
4e609347-2582-48c2-9149-e842153e8912	chr1L_anchor	TG	23.0	False	False	False	False	10789.0	2.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
c20b7610-371b-4d63-86a6-cdc1ec05ab1b	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
2f1fa2f0-0ff1-4f0e-974b-5eb066b86090	chr1L_anchor	TG		False	True	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
85f45dd8-6713-477e-9d44-4ca385b19d0d	chr1L_anchor	TG	167.0	True	False	False	True	10917.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
fe3ce8ee-e19c-4173-ae9d-692202bdcb3f	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
17e6f662-8056-41bb-be1c-472383e20901	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
f1379392-4f92-43de-b03b-ff30dfd0fa38	chr1L_anchor	TG		True	False	False	True			1.0	0	1.0	+	Reference Y Primes = 0	Read Y Primes = 1	+ Reference Y Primes = 0	1L	0
73a3043c-7013-4e46-b0e3-ca691d782be3	chr1L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
73ad44e1-4868-4107-b287-609e734f67fb	chr1L_anchor	TG	109.0	False	False	False	False	10871.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
9e7e6826-2aa3-4a63-8341-2ddb3f4bacdf	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
3b1b8677-7666-467a-9226-d023d2f164e0	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
3847fe88-b343-4647-bda9-17f4c928f164	chr1L_anchor	TG	56.0	False	False	False	False	10853.0	14.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
7e48fecc-ef9c-481b-b066-013525dd99c5	chr1L_anchor	TG	82.0	True	False	False	True	10842.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
810eb5d6-69bc-4101-b284-d0c57509b790	chr1L_anchor	TG	122.0	True	False	False	True	10892.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
e6a7303d-02ed-4b74-9894-e21f792a73c9	chr1L_anchor	TG	138.0	True	False	False	True	10800.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
5a76628e-d92c-4eb8-a4bb-a3aec1349c8f	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
37e7097c-8864-4487-8da0-3f19883c6d24	chr1L_anchor	TG	175.0	False	False	False	False	10932.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
5853a6e9-89ab-42ef-ba84-545d08b73bc5	chr1L_anchor	TG	88.0	False	False	False	False	10871.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
a060af36-8d42-4465-8622-ffcb8c7fae8f	chr1L_anchor	TG	161.0	True	False	False	True	10925.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
a099eba2-c618-4739-b2b1-47a0d40b445c	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
03dd2361-a94a-4707-bbf1-f4f4eb74f567	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
6d8cb616-46f0-4313-9cd4-a11b9b4b681b	chr1L_anchor	TG	102.0	True	False	False	True	10862.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
6d9474b8-5d1c-4e64-89c2-34e245f126af	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
276a04cf-e3f3-4f7b-b381-edcc8ee548d6	chr1L_anchor	TG	72.0	False	False	False	False	10884.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
253c4696-e2a4-4563-abc5-fb814398a9ba	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
1e1c99da-a1f4-4bf6-b3cc-74374f1ee562	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
4fed7f5d-42e4-43e6-88d2-d55d85a5b65c	chr1L_anchor	TG	117.0	True	False	False	True	10903.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
501b38cd-1ff8-4bd1-b32f-5782138dad68	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
45d9bf18-7fb3-40e3-b778-0dbc532a6903	chr1L_anchor	TG	154.0	True	False	False	True	10895.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
45e3ad6e-f777-493e-8da8-bd71e543ae52	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
aed08225-2857-4783-bfc6-f90791f675fa	chr1L_anchor	TG	90.0	True	False	False	True	10824.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
3d4e7f0b-8670-45a6-81fe-2d5242375303	chr1L_anchor	TG		False	True	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
3dc28cbf-e7ae-4cb9-8253-bb5e8b25ff90	chr1L_anchor	TG	152.0	False	False	False	False	5462.0	1.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
e07729d8-725a-4cbe-8c4c-88f059d0a4bc	chr1L_anchor	AC	117.0	True	False	False	True	16482.0	33.0	1.0	0	1.0	+	Reference Y Primes = 0	Read Y Primes = 1	+ Reference Y Primes = 0	1L	0
ec286983-0d23-42a1-b760-8858db71daad	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
c237be75-6b63-4e7a-b34a-9a8ffddf113b	chr1L_anchor	TG	134.0	True	False	False	True	10904.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
92de8229-af0a-4e9a-b56c-d8bb72706c54	chr1L_anchor	TG	168.0	False	False	False	False	10934.0	17.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
30f7a311-826f-4220-b9ce-334964725abe	chr1L_anchor	TG	177.0	True	False	False	True	10936.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
30fa2555-f23b-4125-b98f-f73b48a0f6fa	chr1L_anchor	TG	80.0	True	False	False	True	10842.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
79b9d890-baf1-4178-9ab9-414cff98df1d	chr1L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
aa06e09f-956c-4505-8e04-f46d8e47dad4	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
e640a315-731b-4b25-9de2-92cc5ebca101	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
0aa7fd68-c718-4399-9db3-e1fb6642eeb3	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
e0cd1e0d-3d26-44bf-9d61-a921447771d7	chr1L_anchor	AC		False	True	False	True			2.0	0	2.0	+	Reference Y Primes = 0	Read Y Primes = 2+	+ Reference Y Primes = 0	1L	0
180420a8-0a44-4dbb-bc04-6ca47ff90420	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
cd750139-f288-42cb-b9a1-0c195b548fea	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
68928043-2a03-4c52-a85f-61c8a71ffbc6	chr1L_anchor	TG	150.0	True	False	False	True	10931.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
a86a07cb-b174-4530-8518-743ce9772b9e	chr1L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
4ea648cf-fab4-4e69-abb4-9fa881f30ded	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
2e31f82c-3e31-4cf1-a6ac-d4d564180721	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
b45a21f6-4ed2-4115-8bf2-9133a7871dae	chr1L_anchor	AC		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
48168976-d43d-4035-98e4-2d554dc095bb	chr1L_anchor	TG	55.0	True	False	False	True	10831.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
f2e324a7-6bb0-45e9-8f8b-eff573728b52	chr1L_anchor	AC	185.0	True	False	False	True	16496.0	28.0	1.0	0	1.0	+	Reference Y Primes = 0	Read Y Primes = 1	+ Reference Y Primes = 0	1L	0
4919eeb8-3539-495f-b1f0-5adc06898c00	chr1L_anchor	TG	83.0	False	False	False	False	10849.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
bfb81501-1170-4c3d-8a64-bc7be3392521	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
3b831a14-e129-47dd-be2c-ec5d50f3a27c	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
376a386c-fa0d-40a4-8a09-fe5ebb69531a	chr1L_anchor	AC	202.0	True	False	False	True	10970.0	38.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
505d3cad-f0d6-4e74-bf19-25a8f318cb6c	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
72ec0c12-4f8f-4650-b238-47444be09f63	chr1L_anchor	TG	122.0	True	False	False	True	10875.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
14c1ed85-000a-4e78-9286-acdcbd2245bb	chr1L_anchor	TG		True	False	False	True			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
24d3c9f5-a5c6-40a9-8804-cfcb76fa4f90	chr1L_anchor	TG	138.0	True	False	False	True	10910.0	8.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
24e71d3d-c1ea-415f-9695-bdfbaef9eee4	chr1L_anchor	TG	54.0	False	False	False	False	10809.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
b148c037-4b92-4d92-b625-08fe943ec40f	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
6b91e224-1a38-4738-9873-89d2f57a6711	chr1L_anchor	TG	137.0	True	False	False	True	10927.0	7.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
043fc34e-ff68-431d-a0d2-fa37ee02b427	chr1L_anchor	TG	59.0	True	False	False	True	10835.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
5ac170e0-3f87-4d83-9b39-57a19e6ebd91	chr1L_anchor	TG	102.0	True	False	False	True	10867.0	6.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
37af0cc2-186f-4b93-a74a-9837475d0d4c	chr1L_anchor	TG	115.0	True	False	False	True	10839.0	9.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
7dff39f0-0faa-4a3c-9e38-96b79afdf123	chr1L_anchor	TG	59.0	False	False	False	False	10841.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
65ed25e7-5c9f-450d-9fc0-f3b152fd9162	chr1L_anchor	AC	159.0	True	False	False	True	10947.0	51.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
28692429-2994-4802-822b-2e1cb68a2ac3	chr1L_anchor	TG		False	False	False	False			0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
747c6b8c-7aa9-4e76-b082-8c3dc03fcf42	chr1L_anchor	TG	143.0	False	False	False	False	10922.0	0.0	0.0	0	0.0	same	Reference Y Primes = 0	Read Y Primes = 0	same Reference Y Primes = 0	1L	0
