read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298444.168280	chr14R	ID6,ID1,ID1	ID1,ID1	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	chr12R	0.33
SRR33298444.2926	chr15L	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr13L:ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x9.0)	unique donor by IDs	chr4R	0.66
SRR33298444.203550	chr15L	ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x7.0)	unique donor by IDs	chr4R	0.66
SRR33298444.182426	chr15L	ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1,ID1,ID1(circ x6.0)	unique donor by IDs	chr4R	0.66
SRR33298444.166141	chr15L	ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1,ID1,ID1(circ x6.0)	unique donor by IDs	chr4R	0.66
SRR33298444.206392	chr15L	ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.178014	chr15R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298444.169273	chr15R	ID1,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298444.122913	chr16R	ID7,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr12R[2-6]:ID1,ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298444.195408	chr16R	ID7,ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298444.222854	chr16R	ID7,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298444.156459	chr16R	ID7,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298444.148800	chr16R	ID2,ID1,ID1,ID2	ID2,ID1,ID1,ID2	chr14L[1-3]:ID2,ID1,ID1,ID2(circ x1.3 moderate | alt chr14L[3] + chr14L[1-3])	unique donor by IDs	chr14L	0.66
SRR33298444.66103	chr16R	ID7,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.1038	chr1L	ID2,ID1,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1(circ x4.0)	unresolved	chr13L	0.33
SRR33298444.182365	chr1L	ID2,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1	chr12L|chr14L|chr8L|chr8R:ID2 > chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.3
SRR33298444.129521	chr1L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.234462	chr1L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.148697	chr2R	ID2,ID1,ID1,ID1,ID1,ID2,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1,ID2,ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr12R[2-5]:ID1,ID1,ID1,ID1 > chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L:ID1,ID1,ID1,ID1,ID1,ID1(circ x6.0)	unresolved	chr13L	0.33
SRR33298444.2230	chr2R	ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr12L|chr14L|chr8L|chr8R:ID2 > chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1(circ x3.0)	unresolved	chr13L	0.33
SRR33298444.96416	chr2R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.1474	chr3L	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x3.0) > chr14L[1-2]:ID1,ID1	unique donor by IDs	chr9R	0.5118
SRR33298444.108539	chr3L	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1,ID1(circ x1.3)	unresolved	chr12R	0.33
SRR33298444.151469	chr3L	ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr13L|chr14L:ID1,ID1,ID1(circ x3.0)	unresolved	chr12R	0.33
SRR33298444.234241	chr3R	ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr14L?[3]:ID2 > chr12R|chr4R:ID1,ID1,ID1	unresolved	chr8L	0.9972
SRR33298444.119973	chr3R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr8L	0.6345
SRR33298444.207807	chr3R	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr8L	0.6215
SRR33298444.124232	chr5L	ID8,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R[2-4]:ID1,ID1,ID1 > chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs	chr4R	0.66
SRR33298444.236967	chr5L	ID8,ID1,ID1,ID1,ID1,ID2	ID1,ID1,ID1,ID1,ID2	chr12R[2-3]:ID1,ID1,ID1,ID1(circ x2.0 moderate) > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr14L	0.66
SRR33298444.31254	chr5L	ID8,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1(circ x4.0)	unresolved	chr12R	0.33
SRR33298444.39147	chr5L	ID8,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298444.108247	chr5L	ID8,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.124156	chr5L	ID8,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.159831	chr5R	ID1,ID1,ID1,ID1,ID1,ID1,ID2	ID1,ID1,ID1,ID1,ID1,ID2	chr12R[2-4]:ID1,ID1,ID1,ID1,ID1(circ x1.7 moderate | alt chr12R[2-4] + chr12R[2-3]) > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr14L	0.66
SRR33298444.219596	chr5R	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298444.1383	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.247429	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.195948	chr6L	ID2,ID1,ID1,ID1,ID2,ID2	ID2,ID1,ID1,ID1,ID2,ID2	chr13L[1-2]:ID2,ID1 > chr14L[1-4]:ID1,ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298444.107154	chr6L	ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr12L|chr14L|chr8L|chr8R:ID2 > chr12R[2-4]:ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.3
SRR33298444.6916	chr6L	ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr14L|chr4R:ID1,ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.117652	chr6L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.95005	chr6L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.232507	chr6L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.61343	chr6L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.59708	chr6L	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.94307	chr6L	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298444.108150	chr6L	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298444.238142	chr6R	ID2,ID1,ID1,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr4R:ID1,ID1,ID1,ID1,ID1(circ x2.5)	unresolved	chr13L	0.33
SRR33298444.124629	chr6R	ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr14L|chr4R:ID1,ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.88002	chr6R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.46288	chr6R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.88336	chr6R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.25438	chr6R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.96367	chr6R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298444.76341	chr6R	ID2,ID1	ID2,ID1	chr14L?[3]:ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.44
SRR33298444.183771	chr6R	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298444.106896	chr6R	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298444.107263	chr6R	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298444.48099	chr7L	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID2,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID2,ID1	chr12R[2-6]:ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x1.4 strong) > chr13L[1-2]:ID1,ID2,ID1(circ x1.5 moderate | alt chr13L[2] + chr13L[1-2])	unique donor by IDs	chr3L	0.4614
SRR33298444.120383	chr7L	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R[2-6]:ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x1.8 strong)	unique donor by IDs	chr3L	0.472
SRR33298444.170993	chr7L	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1,ID1,ID1(circ x2.0) > chr12R[2-6]:ID1,ID1,ID1,ID1,ID1	unique donor by IDs	chr3L	0.4571
SRR33298444.74757	chr7L	ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1 > chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1(circ x4.0)	unique donor by IDs	chr10L	0.4593
SRR33298444.34465	chr7L	ID1,ID1,ID1,ID2	ID1,ID1,ID1,ID2	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1,ID1,ID1(circ x3.0) > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr3L	0.4726
SRR33298444.145311	chr7R	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr4R[2-6]:ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x1.4 moderate | alt chr4R[4-6] + chr4R[2-5])	unique donor by IDs	chr4R	0.66
SRR33298444.231952	chr7R	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298444.127241	chr7R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1(circ x3.0)	unresolved	chr12R	0.33
SRR33298444.5740	chr7R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.183121	chr7R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.203642	chr7R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.51583	chr7R	ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298444.106880	chr8L	ID2,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr13L|chr14L|chr4R:ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x7.0)	unique donor by IDs	chr4R	0.66
SRR33298444.235288	chr8L	ID2,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr12R|chr13L:ID1,ID1,ID1,ID1,ID1(circ x5.0)	unresolved	chr12R	0.33
SRR33298444.119812	chr8L	ID2,ID1,ID2,ID1,ID1	ID1,ID2,ID1,ID1	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > self[1]:ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.66
SRR33298444.119207	chr8L	ID2,ID1,ID2,ID1,ID1	ID1,ID2,ID1,ID1	chr13L[1-2]:ID1,ID2,ID1(circ x1.5 moderate | alt chr13L[2] + chr13L[1-2]) > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.66
SRR33298444.195927	chr8L	ID2,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298444.125426	chr8L	ID2,ID1,ID2,ID1	ID1,ID2,ID1	chr14L[2-3]:ID1,ID2,ID1(circ x1.5 moderate | alt chr14L[2-3] + chr14L[1])	unique donor by IDs	chr13L	0.66
SRR33298444.171497	chr8L	ID2,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.197544	chr8L	ID2,ID1,ID1	ID1,ID1	chr13L?[2]:ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	chr12R	0.33
SRR33298444.5331	chr8R	ID2,ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr14L?[3]:ID2 > chr12R|chr4R:ID1,ID1,ID1	unresolved	chr13L	0.33
SRR33298444.106258	chr9L	ID1,ID1,ID1,ID5	ID1,ID1,ID1,ID5	chr14L[1-2]:ID1,ID1,ID1(circ x1.5 moderate | alt chr14L[1] + chr14L[1-2]) > chr12R[1]:ID5	unique donor by IDs	chr12R	0.66
SRR33298444.181863	chr9L	ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.82839	chr9L	ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298444.230980	chr9L	ID1,ID2	ID1,ID2	chr14L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr14L	0.33
SRR33298444.184521	chr9R	ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
