read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298445.11062	chr6L	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr14L?[3]:ID2,ID2,ID2,ID2(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	unique donor by IDs	chr14L	0.66
SRR33298445.101663	chr6L	ID4,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298445.187811	chr6R	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr4R[1-4]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298445.158878	chr6R	ID1,ID1,ID2,ID2	ID1,ID1,ID2,ID2	chr14L[1-4]:ID1,ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298445.29668	chr6R	ID1,ID2	ID1,ID2	chr14L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr14L	0.33
SRR33298445.132706	chr6R	ID2,ID2	ID2,ID2	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr3L	0.3354
SRR33298445.126769	chr7L	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12L|chr13L|chr14L|chr8L|chr8R:ID2,ID2,ID2,ID2,ID2,ID2(circ x6.0) > chr13L?[3]:ID2,ID2,ID2,ID2(circ x4.0 moderate)	unique donor by IDs	chr14L	0.66
SRR33298445.99554	chr7R	ID1,ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298445.116307	chr7R	ID1,ID1,ID2	ID1,ID2	chr14L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr14L	0.33
SRR33298445.1580	chr7R	ID1,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
