read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298451.778886	chr5L	ID8,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298451.470091	chr5R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298451.468382	chr6L	ID4,ID2,ID1,ID2	ID2,ID1,ID2	chr13L[1-3]:ID2,ID1,ID2	unique donor by IDs	chr13L	0.66
SRR33298451.757273	chr6L	ID4,ID2,ID2,ID1	ID2,ID2,ID1	chr13L?[1]:ID2 > chr13L[1-2]:ID2,ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298451.200859	chr6L	ID4,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298451.154484	chr6L	ID4,ID2,ID1	ID2,ID1	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.44
SRR33298451.79553	chr6R	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R|chr14L:ID1,ID1,ID1,ID1(circ x2.0)	unresolved	chr12R	0.33
SRR33298451.430970	chr7L	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-3]:ID2,ID1,ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.66
SRR33298451.129705	chr7L	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298451.507665	chr7L	ID5,ID1	ID5,ID1	chr12R[1-2]:ID5,ID1	unique donor by IDs	chr12R	0.44
SRR33298451.848693	chr8L	ID2,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298451.423592	chr8L	ID2,ID1,ID2,ID1	ID1,ID2,ID1	chr13L[2-4]:ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298451.845744	chr8L	ID2,ID1,ID2,ID1	ID1,ID2,ID1	chr14L[2-3]:ID1,ID2,ID1(circ x1.5 moderate | alt chr14L[2-3] + chr14L[1])	unique donor by IDs	chr13L	0.66
