read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298450.79363	chr12R	ID5,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1	self[2-3]:ID1,ID1	self (tandem amplification)	chr12R	0.33
SRR33298450.197557	chr12R	ID5,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1	self[2-3]:ID1,ID1	self (tandem amplification)	chr12R	0.33
SRR33298450.79362	chr13L	ID2,ID1,ID2,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1	chr4R[3-4]:ID1,ID1,ID1,ID1,ID1,ID1(circ x3.0 moderate | alt chr4R[5-7] + chr4R[3-5])	unique donor by IDs	chr4R	0.66
SRR33298450.222436	chr13L	ID2,ID1,ID2,ID1,ID1,ID2,ID1,ID1,ID2,ID1	ID1,ID2,ID1,ID1,ID2,ID1	self[2-4]:ID1,ID2,ID1,ID1,ID2,ID1(circ x2.0 strong)	self (tandem amplification)	chr13L	0.33
SRR33298450.75601	chr13L	ID2,ID1,ID2,ID1,ID1,ID2,ID1,ID2	ID1,ID2,ID1,ID2	self[1-2]:ID1,ID2,ID1,ID2(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	self (tandem amplification)	chr13L	0.33
SRR33298450.302264	chr13L	ID2,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr12R[2-6]:ID1,ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298450.311735	chr13L	ID2,ID1,ID2,ID1,ID1,ID2,ID1	ID1,ID2,ID1	self[2-4]:ID1,ID2,ID1	self (tandem amplification)	chr13L	0.33
SRR33298450.404768	chr13L	ID2,ID1,ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2	self[1-3]:ID2,ID1,ID2	self (tandem amplification)	chr13L	0.33
SRR33298450.57170	chr13L	ID2,ID1,ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2	self[1-3]:ID2,ID1,ID2	self (tandem amplification)	chr13L	0.33
SRR33298450.464167	chr13L	ID2,ID1,ID2,ID1,ID1,ID2	ID1,ID2	self[2-3]:ID1,ID2	self (tandem amplification)	chr13L	0.33
SRR33298450.427647	chr13L	ID2,ID1,ID2,ID1,ID2,ID1	ID2,ID1	self[1]:ID2 > self[2]:ID1	self (tandem amplification)	chr13L	0.33
SRR33298450.294962	chr13L	ID2,ID1,ID2,ID1,ID1,ID2	ID1,ID2	self[2-3]:ID1,ID2	self (tandem amplification)	chr13L	0.33
SRR33298450.204544	chr13L	ID2,ID1,ID2,ID1,ID2,ID1	ID2,ID1	self[1-2]:ID2,ID1	self (tandem amplification)	chr13L	0.33
SRR33298450.579268	chr13L	ID2,ID1,ID2,ID1,ID2,ID2	ID2,ID2	self[1]:ID2 > self[1]:ID2	self (tandem amplification)	chr14L	0.44
SRR33298450.531449	chr13R	ID1,ID1,ID2,ID2,ID2,ID2	ID1,ID1,ID2,ID2,ID2,ID2	chr14L[1-5]:ID1,ID1,ID2,ID2,ID2 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr14L	0.9222
SRR33298450.106696	chr13R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.336609	chr13R	ID4,ID1	ID4,ID1	chr2L|chr6L:ID4 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	ambiguous	0.3
SRR33298450.387515	chr13R	ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr15R	0.6589
SRR33298450.203144	chr14L	ID1,ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[3-4]:ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x4.0 strong)	self (tandem amplification)	chr14L	0.33
SRR33298450.45757	chr14L	ID1,ID1,ID2,ID2,ID2,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1,ID1,ID1(circ x1.5 moderate)	unique donor by IDs	chr4R	0.66
SRR33298450.470052	chr14L	ID1,ID1,ID2,ID2,ID2,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.553836	chr14L	ID1,ID1,ID2,ID2,ID2,ID2,ID2	ID2,ID2	self[3-4]:ID2,ID2	self (tandem amplification)	chr14L	0.33
SRR33298450.37633	chr14L	ID1,ID1,ID2,ID2,ID2,ID2,ID2	ID2,ID2	self[3-4]:ID2,ID2	self (tandem amplification)	chr14L	0.33
SRR33298450.325252	chr14R	ID6,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[5-7]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.532209	chr14R	ID6,ID2,ID2,ID2	ID2,ID2,ID2	chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.217613	chr14R	ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.46053	chr14R	ID6,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.543490	chr14R	ID1,ID1,ID1	ID1,ID1,ID1	chr4R[1-3]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.212741	chr14R	ID1,ID1,ID1	ID1,ID1,ID1	chr4R[1-3]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.457738	chr14R	ID6,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298450.12177	chr14R	ID3,ID1	ID3,ID1	chr10L|chr9L:ID3 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	chr12	0.3
SRR33298450.549185	chr15L	ID1,ID1,ID2,ID2	ID1,ID1,ID2,ID2	chr14L[1-4]:ID1,ID1,ID2,ID2	unique donor by IDs	chr14L	0.8719
SRR33298450.532788	chr15L	ID3,ID2,ID2	ID3,ID2,ID2	chr10L|chr9L:ID3 > chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298450.204773	chr15L	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.733
SRR33298450.334876	chr15L	ID2,ID1	ID2,ID1	chr14L?[3]:ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr2L	0.5055
SRR33298450.488923	chr15R	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298450.532461	chr15R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298450.216047	chr15R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr4R	0.33
SRR33298450.224858	chr15R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr4R	0.33
SRR33298450.304959	chr15R	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.522778	chr15R	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.267894	chr15R	ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298450.392460	chr16L	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298450.490734	chr16L	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[5-7]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.393336	chr16L	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.393226	chr16L	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.289374	chr16R	ID7,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298450.553472	chr16R	ID7,ID2,ID2,ID1,ID2	ID2,ID2,ID1,ID2	chr14L[2-4]:ID2,ID2,ID1,ID2(circ x1.3 moderate | alt chr14L[3-4] + chr14L[2-3])	unique donor by IDs	chr14L	0.66
SRR33298450.536123	chr16R	ID7,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298450.155927	chr16R	ID7,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298450.555401	chr16R	ID7,ID1,ID2,ID1	ID1,ID2,ID1	chr13L[2-4]:ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.50995	chr16R	ID7,ID2,ID2,ID1	ID2,ID2,ID1	chr14L[3-4]:ID2,ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr14L	0.33
SRR33298450.496271	chr16R	ID7,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298450.174100	chr1L	ID2,ID1,ID2,ID1,ID1	ID2,ID1,ID2,ID1,ID1	chr12L|chr14L|chr8L|chr8R:ID2 > chr13L[2-4]:ID1,ID2,ID1,ID1(circ x1.3 moderate | alt chr13L[2-4] + chr13L[2])	unique donor by IDs	chr13L	0.66
SRR33298450.240686	chr2L	ID4,ID1,ID1,ID1,ID2,ID1,ID1	ID1,ID1,ID1,ID2,ID1,ID1	chr14L?[2]:ID1 > chr13L[2-4]:ID1,ID1,ID2,ID1,ID1(circ x1.7 strong)	unique donor by IDs	chr14L	0.66
SRR33298450.553877	chr2L	ID4,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298450.409757	chr2L	ID4,ID1,ID1	ID1,ID1	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	chr12R	0.33
SRR33298450.85323	chr2L	ID4,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.474384	chr2L	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.318959	chr2R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.270057	chr2R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.552873	chr2R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.141449	chr2R	ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298450.394783	chr2R	ID2,ID1,ID2	ID2,ID1,ID2	chr13L[1-3]:ID2,ID1,ID2	unique donor by IDs	chr13L	0.66
SRR33298450.199957	chr3R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.26211	chr3R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.27157	chr3R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[2-3]:ID2,ID1,ID2,ID1(circ x2.0 moderate | alt chr13L[1-3] + chr13L[2])	unique donor by IDs	chr13L	0.66
SRR33298450.396814	chr3R	ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298450.114409	chr4R	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	self[4-7]:ID1,ID1,ID1,ID1	self (tandem amplification)	chr4R	0.33
SRR33298450.522383	chr4R	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1	self[1-2]:ID1,ID1	self (tandem amplification)	chr4R	0.33
SRR33298450.303424	chr5L	ID8,ID1,ID2,ID1	ID1,ID2,ID1	chr13L[2-4]:ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.273106	chr5L	ID8,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298450.211944	chr5R	ID1,ID2,ID1,ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2,ID1,ID2	chr13L[1-2]:ID2,ID1,ID2,ID1,ID2,ID1,ID2(circ x3.5 strong)	unique donor by IDs	chr13L	0.66
SRR33298450.316243	chr5R	ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr4R[3-7]:ID1,ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.119004	chr5R	ID1,ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.334923	chr5R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298450.354968	chr5R	ID1,ID2,ID2,ID2	ID2,ID2,ID2	chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.533016	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298450.266108	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298450.185684	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298450.226817	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298450.258920	chr5R	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.419849	chr6L	ID4,ID1,ID1,ID1,ID1,ID1,ID2,ID1	ID1,ID1,ID1,ID1,ID1,ID2,ID1	chr12R|chr14L|chr4R:ID1,ID1,ID1,ID1(circ x2.0) > chr13L[2-4]:ID1,ID2,ID1	unique donor by IDs	chr14L	0.66
SRR33298450.410822	chr6L	ID4,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr12R[2-6]:ID1,ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298450.313653	chr6L	ID4,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298450.547328	chr6L	ID4,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr4R[4-7]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.277655	chr6L	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298450.127086	chr6L	ID4,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.316011	chr6L	ID4,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298450.420986	chr6L	ID4,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.520719	chr6L	ID4,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.121509	chr6L	ID4,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298450.273100	chr7L	ID2,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr14L?[3]:ID2 > chr12R[2-6]:ID1,ID1,ID1,ID1,ID1,ID1,ID1(circ x1.4 strong)	unique donor by IDs+ITS	chr12R	0.3
SRR33298450.391007	chr7L	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.554823	chr7R	ID1,ID1,ID2,ID1,ID1,ID2	ID1,ID2,ID1,ID1,ID2	chr14L[1-3]:ID1,ID2,ID1,ID1,ID2(circ x1.7 moderate | alt chr14L[2-3] + chr14L[1-3])	unique donor by IDs	chr14L	0.66
SRR33298450.557312	chr7R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[1-2]:ID1,ID1,ID1(circ x1.5 moderate | alt chr4R[1] + chr4R[1-2])	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.553014	chr7R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[5-7]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.283930	chr7R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298450.19557	chr7R	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298450.302344	chr7R	ID1,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.550311	chr7R	ID1,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.4468	chr7R	ID1,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298450.519409	chr8L	ID2,ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.19791	chr8L	ID2,ID1,ID2,ID1	ID1,ID2,ID1	chr13L[2-4]:ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298450.55887	chr8L	ID2,ID2,ID2,ID2	ID2,ID2,ID2	chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.116767	chr8R	ID2,ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.401854	chr8R	ID2,ID1,ID2,ID2	ID1,ID2,ID2	chr13L[2-3]:ID1,ID2 > self[1]:ID2	unique donor by IDs	chr14L	0.66
SRR33298450.412318	chr8R	ID2,ID1,ID2,ID2	ID1,ID2,ID2	chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298450.501446	chr9R	ID2,ID2,ID2	ID2,ID2,ID2	chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
