read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298443.96089	chr4L	ID3,ID2,ID2,ID1,ID1,ID1	ID3,ID2,ID2,ID1,ID1,ID1	chr10L|chr9L:ID3 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr13L[1-2]:ID2,ID1 > chr13L?[2]:ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr14L	0.66
SRR33298443.288309	chr5L	ID8,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298443.146147	chr5R	ID1,ID2,ID1,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1,ID1	chr13L[1-2]:ID2,ID1 > chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.3
SRR33298443.38656	chr5R	ID1,ID2,ID2,ID1,ID1	ID2,ID2,ID1,ID1	chr14L[3-4]:ID2,ID2 > chr12R|chr14L|chr4R:ID1,ID1	unique donor by IDs	chr14L	0.66
SRR33298443.106127	chr5R	ID1,ID1,ID2	ID1,ID2	chr14L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr14L	0.33
SRR33298443.182583	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr14L	0.33
SRR33298443.25548	chr6R	ID7,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID7,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr16R[1]:ID7 > chr14L[3-4]:ID2,ID2 > chr14L?[3]:ID2,ID2,ID2,ID2,ID2(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	unique donor by IDs	chr14R	0.3352
SRR33298443.147891	chr6R	ID7,ID7,ID7,ID7,ID7	ID7,ID7,ID7,ID7,ID7	chr16R[1]:ID7,ID7,ID7(circ x3.0 strong) > chr16R[1]:ID7 > chr16R[1]:ID7	unique donor by IDs+ITS	chr16R	0.33
SRR33298443.185035	chr6R	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr14R	0.3345
SRR33298443.124870	chr6R	ID7,ID2	ID7,ID2	chr16R[1]:ID7 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs+ITS	chr14R	0.4789
SRR33298443.153163	chr6R	ID7,ID2	ID7,ID2	chr16R[1]:ID7 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs+ITS	chr14R	0.4789
SRR33298443.4697	chr7R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr14L?[3]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x7.0 strong)	unique donor by IDs	chr14L	0.66
SRR33298443.46014	chr7R	ID1,ID2,ID1,ID2,ID2	ID2,ID1,ID2,ID2	chr14L[2-4]:ID2,ID1,ID2,ID2(circ x1.3 moderate | alt chr14L[3] + chr14L[2-4])	unique donor by IDs	chr14L	0.66
SRR33298443.183073	chr7R	ID1,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298443.146326	chr8L	ID2,ID1,ID2,ID1,ID2,ID2	ID1,ID2,ID1,ID2,ID2	chr14L[2-3]:ID1,ID2 > chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr13L	0.66
SRR33298443.178864	chr8L	ID2,ID1,ID1,ID2	ID1,ID1,ID2	chr14L[1-3]:ID1,ID1,ID2	unique donor by IDs	chr14L	0.66
SRR33298443.26826	chr8L	ID3,ID2,ID2,ID2	ID3,ID2,ID2,ID2	chr10L|chr9L:ID3 > chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr4L	0.481
SRR33298443.162931	chr8L	ID2,ID1,ID2,ID2	ID1,ID2,ID2	chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298443.54323	chr8L	ID2,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298443.88712	chr8L	ID2,ID3,ID1	ID3,ID1	chr10L|chr9L:ID3 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	chr5	0.3
SRR33298443.37103	chr8R	ID2,ID2,ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr14L[2-3]:ID2,ID1,ID2(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3]) > chr14L?[3]:ID2,ID2,ID2,ID2,ID2,ID2(circ x6.0 strong)	unique donor by IDs	chr14L	0.66
SRR33298443.38820	chr9L	ID2,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1	chr14L?[3]:ID2 > chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.3
SRR33298443.38821	chr9L	ID2,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1	chr14L?[3]:ID2 > chr12R|chr4R:ID1,ID1,ID1,ID1(circ x1.3)	unresolved	chr13L	0.33
SRR33298443.35094	chr9L	ID3,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr13L|chr14L:ID1,ID1,ID1(circ x3.0)	unresolved	chr12R	0.33
SRR33298443.25432	chr9L	ID1,ID1,ID2	ID1,ID1,ID2	chr14L[1-3]:ID1,ID1,ID2	unique donor by IDs	chr14L	0.66
SRR33298443.185962	chr9L	ID2,ID1	ID2,ID1	chr14L?[3]:ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.44
SRR33298443.280087	chr9R	ID7,ID1,ID1,ID1	ID7,ID1,ID1,ID1	chr16R[1]:ID7 > chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298443.150889	chr9R	ID1,ID2	ID1,ID2	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unresolved	chr13L	0.33
