read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298447.254996	chr12L	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12R|chr13L|chr14L|chr4R:ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x9.0)	unique donor by IDs	chr4R	0.66
SRR33298447.336736	chr12L	ID1,ID2,ID2,ID2	ID2,ID2,ID2	chr12R[2-4]:ID2,ID2,ID2	unique donor by IDs+ITS	chr12R	0.33
SRR33298447.211010	chr12L	ID1,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	unresolved	chr12R	0.33
SRR33298447.270028	chr12L	ID1,ID2,ID2,ID2	ID2,ID2,ID2	chr4R[1-3]:ID2,ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.28086	chr12L	ID1,ID2,ID7,ID2	ID2,ID7,ID2	chr13L[2-3]:ID2,ID7,ID2(circ x1.5 moderate | alt chr13L[2-3] + chr13L[2])	unique donor by IDs	chr13L	0.66
SRR33298447.218998	chr12L	ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	unresolved	chr12R	0.33
SRR33298447.231812	chr12L	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.149420	chr12L	ID3,ID2,ID2	ID3,ID2,ID2	chr14L[3]:ID3 > chr12R|chr4R:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.426077	chr12L	ID1,ID2,ID2	ID2,ID2	chr12R[2-3]:ID2,ID2	unique donor by IDs+ITS	chr12R	0.33
SRR33298447.150289	chr12L	ID1,ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.209029	chr12L	ID1,ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.308208	chr12L	ID1,ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.228560	chr12L	ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.133475	chr12R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr13L?[2]:ID2 > self[2-4]:ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr12R[2] + chr12R[2-4])	self (tandem amplification)	chr12R	0.33
SRR33298447.230089	chr12R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	self[2-5]:ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr12R[2-5] + chr12R[2])	self (tandem amplification)	chr12R	0.33
SRR33298447.484056	chr12R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	self[2-4]:ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr12R[2] + chr12R[2-4])	self (tandem amplification)	chr12R	0.33
SRR33298447.69223	chr12R	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2	self[2-4]:ID2,ID2,ID2	self (tandem amplification)	chr12R	0.33
SRR33298447.234153	chr13L	ID7,ID2,ID7,ID2,ID7,ID2,ID7,ID2,ID7,ID2,ID7,ID2,ID2,ID7	ID7,ID2,ID7,ID2,ID7,ID2,ID7,ID2,ID2,ID7	self[1]:ID7 > self[1-2]:ID2,ID7,ID2,ID7,ID2,ID7,ID2(circ x3.5 strong) > self[2-3]:ID2,ID7	self (tandem amplification)	chr13L	0.33
SRR33298447.285573	chr13L	ID7,ID2,ID7,ID2,ID7,ID2,ID2,ID2,ID7,ID2	ID7,ID2,ID2,ID2,ID7,ID2	self[1-2]:ID7,ID2 > self[2-4]:ID2,ID2,ID7,ID2(circ x1.3 moderate | alt chr13L[2] + chr13L[2-4])	self (tandem amplification)	chr13L	0.33
SRR33298447.28156	chr13L	ID7,ID2,ID7,ID2,ID7,ID7,ID2,ID7	ID7,ID7,ID2,ID7	self[1-3]:ID7,ID7,ID2,ID7(circ x1.3 moderate | alt chr13L[1] + chr13L[1-3])	self (tandem amplification)	chr13L	0.33
SRR33298447.55145	chr13L	ID7,ID2,ID7,ID2,ID7,ID2,ID7	ID7,ID2,ID7	self[1-3]:ID7,ID2,ID7	self (tandem amplification)	chr13L	0.33
SRR33298447.308635	chr13L	ID7,ID2,ID7,ID2,ID7,ID2	ID7,ID2	self[1-2]:ID7,ID2	self (tandem amplification)	chr13L	0.33
SRR33298447.298186	chr13L	ID7,ID2,ID7,ID2,ID7,ID2	ID7,ID2	self[1-2]:ID7,ID2	self (tandem amplification)	chr13L	0.33
SRR33298447.308636	chr13L	ID7,ID2,ID7,ID2,ID7,ID2	ID7,ID2	self[1-2]:ID7,ID2	self (tandem amplification)	chr13L	0.33
SRR33298447.31574	chr13L	ID7,ID2,ID7,ID2,ID7,ID2	ID7,ID2	self[1-2]:ID7,ID2	self (tandem amplification)	chr13L	0.33
SRR33298447.150777	chr13L	ID7,ID2,ID7,ID2,ID7,ID2	ID7,ID2	self[1-2]:ID7,ID2	self (tandem amplification)	chr13L	0.33
SRR33298447.20030	chr13L	ID7,ID2,ID7,ID2,ID7,ID7	ID7,ID7	self[1]:ID7 > self[1]:ID7	self (tandem amplification)	ambiguous	0.3
SRR33298447.80853	chr13L	ID7,ID2,ID7,ID2,ID7,ID7	ID7,ID7	self[1]:ID7 > self[1]:ID7	self (tandem amplification)	ambiguous	0.3
SRR33298447.230163	chr13R	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID5,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID5,ID2	chr4R[1-3]:ID2,ID2,ID2 > chr4R[3-5]:ID2,ID2,ID2,ID2,ID2(circ x1.7 moderate | alt chr4R[1] + chr4R[3-6]) > chr14L|chr16L|chr7R:ID5 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr14L	0.44
SRR33298447.247443	chr13R	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr4R[1-5]:ID2,ID2,ID2,ID2,ID2 > chr4R[2-4]:ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr4R[1-2] + chr4R[1-2])	unique donor by IDs	chr4R	0.66
SRR33298447.170876	chr13R	ID7,ID2,ID7,ID2,ID2,ID7,ID2	ID7,ID2,ID7,ID2,ID2,ID7,ID2	chr13L[1-4]:ID7,ID2,ID7,ID2 > chr13L[2-4]:ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.309280	chr13R	ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr12R[2-6]:ID2,ID2,ID2,ID2,ID2	unique donor by IDs+ITS	chr15R	0.666
SRR33298447.170118	chr13R	ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.1614	chr13R	ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.451211	chr13R	ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr15R	0.6513
SRR33298447.63403	chr13R	ID3,ID3	ID3,ID3	chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.23575	chr13R	ID1,ID7	ID1,ID7	chr12L|chr12R|chr16R|chr5R|chr8L|chr8R:ID1 > chr13L[1]:ID7	unresolved	chr8R	0.5603
SRR33298447.179103	chr14L	ID5,ID2,ID3,ID3,ID3,ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	self[1-4]:ID5,ID2,ID3,ID3 > self[3]:ID3	self (tandem amplification)	chr14L	0.33
SRR33298447.14392	chr14L	ID5,ID5,ID2,ID3,ID3,ID3,ID2,ID3,ID3,ID2	ID5,ID2,ID3,ID3,ID3,ID2,ID3,ID3,ID2	self[1-5]:ID5,ID2,ID3,ID3,ID3 > self[2-4]:ID2,ID3,ID3,ID2(circ x1.3 moderate | alt chr14L[2-4] + chr14L[2])	self (tandem amplification)	chr14L	0.33
SRR33298447.288013	chr14L	ID5,ID2,ID3,ID3,ID3,ID2,ID3,ID3,ID3	ID2,ID3,ID3,ID3	self[2-5]:ID2,ID3,ID3,ID3	self (tandem amplification)	chr14L	0.33
SRR33298447.138740	chr14L	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3	self[3]:ID3,ID3,ID3,ID3(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	self (tandem amplification)	chr14L	0.33
SRR33298447.151335	chr14L	ID5,ID2,ID3,ID3,ID2,ID3	ID2,ID3	self[2-3]:ID2,ID3	self (tandem amplification)	chr14L	0.33
SRR33298447.240039	chr14R	ID5,ID2,ID2,ID2,ID2	ID5,ID2,ID2,ID2,ID2	chr14L[1-2]:ID5,ID2 > chr12R|chr4R:ID2,ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.490698	chr14R	ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr4R[2-5]:ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[1] + chr4R[2-5])	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.85642	chr14R	ID2,ID7,ID2,ID7	ID2,ID7,ID2,ID7	chr13L[1-2]:ID2,ID7,ID2,ID7(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	unique donor by IDs	chr13L	0.66
SRR33298447.315777	chr14R	ID6,ID2,ID2	ID2,ID2	chr12R|chr13L|chr14L|chr15R|chr4R:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unresolved	chr12R	0.33
SRR33298447.256558	chr14R	ID6,ID2,ID3	ID2,ID3	chr14L[2-3]:ID2,ID3	unique donor by IDs	chr14L	0.44
SRR33298447.302411	chr14R	ID6,ID7,ID2	ID7,ID2	chr13L[1]:ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.44
SRR33298447.184261	chr14R	ID6,ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.169739	chr14R	ID5,ID2	ID5,ID2	chr14L[1-2]:ID5,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.434174	chr14R	ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.392529	chr14R	ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.381398	chr14R	ID5,ID7	ID5,ID7	chr14L|chr16L|chr7R:ID5 > chr13L[1]:ID7	unresolved	chr12	0.3
SRR33298447.89182	chr15L	ID6,ID6	ID6,ID6	chr10L|chr14R|chr5L|chr9L:ID6 > chr10L|chr14R|chr5L|chr9L:ID6	unresolved	chr7L	0.5699
SRR33298447.287982	chr15R	ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr12R[2-6]:ID2,ID2,ID2,ID2,ID2	unique donor by IDs+ITS	chr12R	0.33
SRR33298447.151294	chr15R	ID2,ID7,ID2,ID7,ID2,ID2	ID7,ID2,ID7,ID2,ID2	chr13L[1-2]:ID7,ID2,ID7,ID2(circ x2.0 weak | alt chr13L[1-4]) > self[1]:ID2	unique donor by IDs	chr13L	0.66
SRR33298447.91511	chr15R	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-5]:ID5,ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.267277	chr15R	ID2,ID2,ID3,ID3,ID3	ID2,ID3,ID3,ID3	chr14L[2-5]:ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.266500	chr15R	ID2,ID2,ID3,ID3,ID3	ID2,ID3,ID3,ID3	chr14L[2-5]:ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.30232	chr15R	ID2,ID2,ID3,ID3,ID3	ID2,ID3,ID3,ID3	chr14L[2-5]:ID2,ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.473723	chr15R	ID2,ID2,ID2,ID2	ID2,ID2,ID2	chr4R[5-7]:ID2,ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.473629	chr15R	ID2,ID2,ID2,ID2	ID2,ID2,ID2	chr4R[5-7]:ID2,ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.153518	chr15R	ID5,ID2,ID2,ID2	ID5,ID2,ID2,ID2	chr14L[1-2]:ID5,ID2 > chr4R[1-2]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.62578	chr15R	ID2,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2(circ x1.5)	unresolved	chr12R	0.33
SRR33298447.78734	chr15R	ID2,ID2,ID7,ID2	ID2,ID7,ID2	chr13L[2-4]:ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.94456	chr15R	ID2,ID3,ID3,ID3	ID3,ID3,ID3	chr14L[3-5]:ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.180553	chr15R	ID2,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr4R	0.33
SRR33298447.259060	chr15R	ID2,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr4R	0.33
SRR33298447.205787	chr15R	ID2,ID2,ID2	ID2,ID2	chr13L?[2]:ID2 > self[1]:ID2	unresolved	chr4R	0.33
SRR33298447.427621	chr15R	ID2,ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.342521	chr16L	ID5,ID2,ID5,ID2	ID2,ID5,ID2	chr14L[1-2]:ID2,ID5,ID2(circ x1.5 moderate | alt chr14L[2] + chr14L[1-2])	unique donor by IDs	chr14L	0.44
SRR33298447.335886	chr16L	ID5,ID7,ID2,ID2	ID7,ID2,ID2	chr13L[1-2]:ID7,ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.66
SRR33298447.491984	chr16L	ID5,ID3,ID3,ID3	ID3,ID3,ID3	chr14L[3-5]:ID3,ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.53587	chr16L	ID5,ID3,ID7,ID3	ID3,ID7,ID3	chr14L[3]:ID3 > chr13L[1]:ID7 > chr14L[3]:ID3	unique donor by IDs+ITS	chr14L	0.33
SRR33298447.52342	chr16L	ID5,ID3,ID7,ID3	ID3,ID7,ID3	chr14L[3]:ID3 > chr13L[1]:ID7 > chr14L[3]:ID3	unique donor by IDs+ITS	chr14L	0.33
SRR33298447.406349	chr16L	ID5,ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.108657	chr16L	ID5,ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.361059	chr16L	ID5,ID2,ID7	ID2,ID7	chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.44
SRR33298447.371399	chr16L	ID5,ID2,ID7	ID2,ID7	chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.44
SRR33298447.340905	chr16R	ID1,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2	chr4R[1-5]:ID2,ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[3-7] + chr4R[1])	unique donor by IDs	chr4R	0.66
SRR33298447.502469	chr16R	ID1,ID2,ID2,ID2,ID3,ID2	ID2,ID2,ID2,ID3,ID2	chr12R[2-3]:ID2,ID2,ID2(circ x1.5 moderate | alt chr12R[2] + chr12R[2-3]) > chr14L[3]:ID3 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr14L	0.44
SRR33298447.483779	chr16R	ID1,ID3,ID3,ID3,ID2	ID3,ID3,ID3,ID2	chr14L[3]:ID3,ID3,ID3(circ x3.0 weak | alt chr14L[3-5]) > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr14L	0.66
SRR33298447.375390	chr16R	ID1,ID7,ID2,ID2	ID7,ID2,ID2	chr13L[1-2]:ID7,ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.66
SRR33298447.490031	chr16R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R?[1]:ID1,ID1,ID1(circ x3.0 moderate)	unresolved	ambiguous	0.3
SRR33298447.288736	chr16R	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.388487	chr16R	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.67371	chr16R	ID1,ID2,ID2	ID2,ID2	chr12R|chr4R:ID2,ID2	unresolved	chr12R	0.33
SRR33298447.149538	chr16R	ID3,ID7,ID2	ID3,ID7,ID2	chr14L[3]:ID3 > chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.337445	chr16R	ID1,ID7,ID7	ID7,ID7	chr13L[1]:ID7 > chr13L[1]:ID7	unique donor by IDs+ITS	ambiguous	0.3
SRR33298447.386222	chr16R	ID3,ID2	ID3,ID2	chr14L[3]:ID3 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr14L	0.44
SRR33298447.239039	chr1L	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr4R[4-7]:ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[1] + chr4R[4-7]) > chr12R[2-5]:ID2,ID2,ID2,ID2	unique donor by IDs	chr4R	0.66
SRR33298447.328635	chr1L	ID5,ID7,ID2,ID7	ID5,ID7,ID2,ID7	chr14L|chr16L|chr7R:ID5 > chr13L[1-3]:ID7,ID2,ID7	unique donor by IDs	chr13L	0.66
SRR33298447.262919	chr1R	ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr4R[1-7]:ID2,ID2,ID2,ID2,ID2,ID2,ID2	unique donor by IDs	chr4R	0.66
SRR33298447.148608	chr1R	ID7,ID2,ID7,ID2,ID7	ID7,ID2,ID7,ID2,ID7	chr13L[1-2]:ID7,ID2,ID7,ID2,ID7(circ x2.5 strong)	unique donor by IDs	chr13L	0.66
SRR33298447.118629	chr1R	ID7,ID2,ID7	ID7,ID2,ID7	chr13L[1-3]:ID7,ID2,ID7	unique donor by IDs	chr13L	0.66
SRR33298447.254460	chr2L	ID4,ID2,ID2,ID2,ID2,ID2,ID2,ID3,ID3	ID2,ID2,ID2,ID2,ID2,ID2,ID3,ID3	chr4R[3-7]:ID2,ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr4R[5-7] + chr4R[3-5]) > chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	0.66
SRR33298447.166346	chr2L	ID4,ID2,ID2,ID2,ID2,ID7	ID2,ID2,ID2,ID2,ID7	chr4R[5-7]:ID2,ID2,ID2 > chr13L[2-3]:ID2,ID7	unique donor by IDs	chr13L	0.66
SRR33298447.349823	chr2L	ID4,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr4R[4-7]:ID2,ID2,ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.131635	chr2L	ID4,ID2,ID2,ID2	ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	unresolved	chr12R	0.33
SRR33298447.151907	chr2L	ID4,ID2,ID7,ID2	ID2,ID7,ID2	chr13L[2-3]:ID2,ID7,ID2(circ x1.5 moderate | alt chr13L[2-3] + chr13L[2])	unique donor by IDs	chr13L	0.66
SRR33298447.255018	chr2L	ID3,ID2,ID2,ID3	ID3,ID2,ID2,ID3	chr14L[3]:ID3 > chr12R|chr4R:ID2,ID2 > chr14L[3]:ID3	unique donor by IDs	chr14L	0.44
SRR33298447.336715	chr2L	ID4,ID2,ID2	ID2,ID2	chr4R[1-2]:ID2,ID2	unique donor by IDs+ITS	chr4R	0.33
SRR33298447.318819	chr2R	ID7,ID2,ID7,ID2,ID2,ID2	ID7,ID2,ID7,ID2,ID2,ID2	chr13L[1-3]:ID7,ID2,ID7 > chr12R|chr4R:ID2,ID2,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.401366	chr2R	ID3,ID2,ID2,ID2,ID2	ID3,ID2,ID2,ID2,ID2	chr14L[3]:ID3 > chr12R[2-5]:ID2,ID2,ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298447.310413	chr2R	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr14L[1-3]:ID5,ID2,ID3 > chr14L[3-4]:ID3,ID3	unique donor by IDs	chr14L	1.0
SRR33298447.149253	chr2R	ID7,ID2,ID7,ID7,ID2	ID7,ID2,ID7,ID7,ID2	chr13L[1-3]:ID7,ID2,ID7,ID7,ID2(circ x1.7 strong)	unique donor by IDs	chr13L	0.66
SRR33298447.129927	chr2R	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[1-2]:ID7,ID2,ID7,ID2(circ x2.0 moderate | alt chr13L[1-2] + chr13L[1-2])	unique donor by IDs	chr13L	0.66
SRR33298447.74716	chr2R	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[1-4]:ID7,ID2,ID7,ID2	unique donor by IDs	chr13L	0.66
SRR33298447.460402	chr2R	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[2-3]:ID7,ID2,ID7,ID2(circ x2.0 moderate | alt chr13L[1-3] + chr13L[2])	unique donor by IDs	chr13L	0.66
SRR33298447.33469	chr2R	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	chr13L[1-3]:ID7,ID2,ID7 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	unique donor by IDs	chr13L	0.66
SRR33298447.389035	chr2R	ID5,ID2,ID2	ID5,ID2,ID2	chr16L|chr7R:ID5 > chr4R[1-2]:ID2,ID2	unique donor by IDs	chr7R	0.7
SRR33298447.474364	chr2R	ID3,ID3,ID3	ID3,ID3,ID3	chr14L[3]:ID3,ID3,ID3(circ x3.0 moderate)	unique donor by IDs	chr8L	0.4482
SRR33298447.516029	chr2R	ID1,ID2	ID1,ID2	chr12R[1-2]:ID1,ID2	unique donor by IDs	chr12R	0.44
SRR33298447.490834	chr2R	ID7,ID2	ID7,ID2	chr13L[1-2]:ID7,ID2	unique donor by IDs	chr13L	0.44
SRR33298447.9362	chr3R	ID6,ID2,ID7,ID2,ID2,ID7,ID2,ID7	ID6,ID2,ID7,ID2,ID2,ID7,ID2,ID7	chr10L|chr14R|chr5L|chr9L:ID6 > chr13L[2-4]:ID2,ID7,ID2 > chr13L[1-2]:ID2,ID7,ID2,ID7(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	unique donor by IDs	chr13L	0.66
SRR33298447.180074	chr3R	ID7,ID2,ID7,ID7,ID2,ID7	ID7,ID2,ID7,ID7,ID2,ID7	chr13L[1-3]:ID7,ID2,ID7,ID7,ID2,ID7(circ x2.0 strong)	unique donor by IDs	chr13L	0.66
SRR33298447.304471	chr3R	ID1,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2	chr12R[1-5]:ID1,ID2,ID2,ID2,ID2	unique donor by IDs	chr12R	0.66
