read_id	PD	chr_end	paper_switch	n_copies	orient_used	kept_native	ids	variants	path	blocks	n_blocks	our_switch
2098c098-4a59-4274-9924-bd72d54db2f3	33	chr12L	N	6	rev	1	ID1,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2	chr4R[3-7]:ID2,ID2,ID2,ID2,ID2	chr4R	1	False
20cc352a-f4c8-4b45-8b98-d0302d737360	28	chr13R	N	4	rev	0	ID5,ID2,ID2,ID2	ID5,ID2,ID2,ID2	chr16L|chr7R:ID5 > chr4R[3-5]:ID2,ID2,ID2	chr16L|chr7R > chr4R	2	True
21fd0dce-3865-4588-a56d-540094cf6c45	33	chr10R	N	3	fwd	0	ID1,ID2,ID2	ID1,ID2,ID2	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1 > chr16L|chr4R:ID2,ID2	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R > chr16L|chr4R	2	True
238b229f-8304-486f-81ea-0bb8d5bdb207	33	chr15L	N	6	fwd	0	ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2	chr12R[2-6]:ID2,ID2,ID2,ID2,ID2,ID2(circ x1.2 moderate | alt chr12R[2-6] + chr12R[2])	chr12R	1	False
23cd03b7-31d6-4554-9b25-1837347cd334	33	chr12R	N	10	rev	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[6-7]:ID2,ID2	chr12R	1	False
247f5a33-912d-45bc-b2dd-ed8c68309495	28	chr7R	N	3	rev	1	ID5,ID2,ID3	ID5,ID2,ID3	chr14L[2-3]:ID2,ID3	chr14L	1	False
28ebdab5-abf4-4c87-b311-5bc53bb56127	33	chr5L	N	6	rev	1	ID6,ID2,ID2,ID2,ID2,ID2	ID6,ID2,ID2,ID2,ID2,ID2	chr12R[5-7]:ID2,ID2,ID2,ID2,ID2(circ x1.7 moderate | alt chr12R[2] + chr12R[5-8])	chr12R	1	False
291bc91a-77ae-431c-8c09-c56b8fba2850	33	chr10L	N	4	rev	1	ID6,ID2,ID2,ID2	ID6,ID2,ID2,ID2	chr12R[6-8]:ID2,ID2,ID2	chr12R	1	False
2a987462-6ff0-4991-a056-b032d74fdd7f	28	chr14L	N	5	rev	3	ID5,ID2,ID3,ID2,ID2	ID5,ID2,ID3,ID2,ID2	chr12R|chr4R:ID2,ID2	chr12R|chr4R	1	False
2d43c291-94aa-4c7f-8771-812498f9b082	33	chr14R	N	5	rev	1	ID6,ID3,ID2,ID3,ID2	ID6,ID3,ID2,ID3,ID2	chr14L[3]:ID3 > chr12R|chr14L|chr15R|chr16L|chr4R:ID2 > chr14L[3]:ID3 > chr12R|chr14L|chr15R|chr16L|chr4R:ID2	chr14L	1	False
319066f4-8005-4d9d-bdb5-570fe364e581	28	chr4R	N	17	rev	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[1-3]:ID2,ID2,ID2 > self[3-5]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x2.3 moderate)	chr4R	1	False
338c22e8-12b6-41bd-9d6c-8d65a12a3707	33	chr14R	N	3	fwd	0	ID2,ID3,ID3	ID2,ID3,ID3	chr14L[2-3]:ID2,ID3 > chr14L[3]:ID3	chr14L	1	False
36e36976-bd81-4f58-8f5c-76faeef2665a	33	chr12L	N	4	fwd	1	ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr4R[5-7]:ID2,ID2,ID2	chr4R	1	False
381ccebc-2455-4e58-b9c3-090a9a549813	33	chr12R	N	11	rev	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[2-4]:ID2,ID2,ID2	chr12R	1	False
38c6da5e-8f86-41dd-97c5-b4e4472fbfc1	28	chr14R	N	3	rev	0	ID5,ID2,ID2	ID5,ID2,ID2	chr16L[1-3]:ID5,ID2,ID2	chr16L	1	False
3b126364-7011-46ac-a6a2-63e2400a9644	28	chr14L	N	6	rev	3	ID5,ID2,ID3,ID3,ID3,ID2	ID5,ID2,ID3,ID3,ID3,ID2	self[3]:ID3 > self[3]:ID3 > self[2]:ID2	chr14L	1	False
3c5c595e-e2c7-43a0-a5da-393cf3042548	33	chr10R	N	2	rev	0	ID5,ID2	ID5,ID2	chr14L|chr16L:ID5,ID2	chr14L|chr16L	1	False
3cf5d23d-f7c1-4abd-a787-88d2aebab760	33	chr14L	N	5	rev	3	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	self[3]:ID3 > self[3]:ID3	chr14L	1	False
3f05d3aa-3765-4edd-b918-ba6637bf4a4d	33	chr3R	Y	4	rev	0	ID5,ID2,ID4,ID2	ID5,ID2,ID4,ID2	chr14L[1-2]:ID5,ID2 > chr2L|chr6L:ID4 > chr12R|chr14L|chr15R|chr16L|chr4R:ID2	chr14L > chr2L|chr6L > chr12R|chr14L|chr15R|chr16L|chr4R	3	True
3feec219-c25a-4b45-90c5-7ec93b71add7	33	chr10L	N	3	rev	1	ID6,ID2,ID2	ID6,ID2,ID2	chr12R|chr4R:ID2,ID2	chr12R|chr4R	1	False
403f1898-00bf-4c63-880b-79aebcbdb25e	33	chr2R	N	3	rev	0	ID1,ID2,ID2	ID1,ID2,ID2	chr12R[1-3]:ID1,ID2,ID2	chr12R	1	False
42792bed-57fc-4390-af27-38d096716d3f	28	chr12R	N	10	rev	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[6-7]:ID2,ID2	chr12R	1	False
436efa13-1f13-46bc-9408-221706894e87	28	chr15L	N	5	rev	0	ID5,ID2,ID3,ID3,ID3	ID5,ID2,ID3,ID3,ID3	chr16L[1-2]:ID5,ID2 > chr14L[3]:ID3,ID3,ID3(circ x3.0 moderate)	chr16L > chr14L	2	True
49090f2b-66bc-4e44-a556-32ebcc97901c	33	chr5L	N	3	rev	1	ID6,ID2,ID3	ID6,ID2,ID3	chr14L[2-3]:ID2,ID3	chr14L	1	False
4920f037-e854-4bdc-8059-54e6550dad44	33	chr2R	N	3	fwd	0	ID1,ID2,ID2	ID1,ID2,ID2	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr4R:ID2,ID2	chr12R	1	False
4ac0e437-0878-4386-8260-6be5ba3daf6b	33	chr14R	Y	10	rev	1	ID6,ID4,ID2,ID4,ID2,ID4,ID2,ID4,ID2,ID4	ID6,ID4,ID2,ID4,ID2,ID4,ID2,ID4,ID2,ID4	chr2L|chr6L:ID4 > chr12R|chr14L|chr4R:ID2 > chr2L|chr6L:ID4 > chr12R|chr14L|chr4R:ID2 > chr2L|chr6L:ID4 > chr12R|chr14L|chr4R:ID2 > chr2L|chr6L:ID4 > chr12R|chr14L|chr4R:ID2 > chr2L|chr6L:ID4	chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr4R > chr2L|chr6L	9	True
4b92ac4d-d539-422f-a13f-a4cad03e2e7d	33	chr5L	N	3	fwd	1	ID6,ID2,ID2	ID6,ID2,ID2	chr16L|chr4R:ID2,ID2	chr16L|chr4R	1	False
4db3db1e-602f-4cb5-b407-58bc82de9f12	28	chr5R	N	3	rev	1	ID1,ID2,ID2	ID1,ID2,ID2	chr16L|chr4R:ID2,ID2	chr16L|chr4R	1	False
4dfa9235-b0ea-473e-a69d-7bf648a0bf24	33	chr5R	N	4	rev	1	ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr12R|chr4R:ID2,ID2,ID2	chr12R|chr4R	1	False
50ddb90d-dacd-49ae-96bf-67cd98b48989	33	chr8L	Y	4	fwd	1	ID1,ID2,ID4,ID2	ID1,ID2,ID4,ID2	chr12R|chr14L|chr4R:ID2 > chr2L|chr6L:ID4 > chr12R|chr14L|chr15R|chr16L|chr4R:ID2	chr12R|chr14L|chr4R > chr2L|chr6L > chr12R|chr14L|chr15R|chr16L|chr4R	3	True
50e613aa-8a9d-4259-8908-c0edfab6de80	33	chr1R	N	5	rev	0	ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr12R|chr14L|chr4R:ID2,ID2,ID2,ID2,ID2(circ x5.0)	chr12R|chr14L|chr4R	1	False
5289ba0e-e30a-42d2-b1a5-19708ffc77cd	28	chr15L	N	3	rev	0	ID5,ID2,ID3	ID5,ID2,ID3	chr14L|chr16L|chr7R:ID5 > chr14L[2-3]:ID2,ID3	chr14L	1	False
529a4571-f1ad-4ba1-9e96-29f587575e38	33	chr11L	N	3	fwd	0	ID5,ID2,ID3	ID5,ID2,ID3	chr14L|chr16L|chr7R:ID5 > chr14L[2-3]:ID2,ID3	chr14L	1	False
52a69137-8b05-47c5-9a78-550c955c46eb	33	chr6L	N	3	rev	0	ID1,ID2,ID2	ID1,ID2,ID2	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr4R:ID2,ID2	chr12R	1	False
53df5a34-8ed1-4161-82a1-3054a5a5694d	33	chr7R	Y	4	rev	1	ID5,ID4,ID3,ID4	ID5,ID4,ID3,ID4	chr2L|chr6L:ID4 > chr14L[3]:ID3 > chr2L|chr6L:ID4	chr2L|chr6L > chr14L > chr2L|chr6L	3	True
541c0f07-c68e-4ec2-950d-9729934dbb53	28	chr16R	N	3	rev	1	ID1,ID2,ID2	ID1,ID2,ID2	chr12R|chr14L|chr15R|chr16L|chr4R:ID2 > chr12R|chr14L|chr15R|chr16L|chr4R:ID2	chr12R|chr14L|chr15R|chr16L|chr4R	1	False
55307ad1-0183-49ca-bea6-7013c931e5a1	33	chr4R	N	17	fwd	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12R[2-5]:ID2,ID2,ID2,ID2 > self[5-7]:ID2,ID2,ID2,ID2,ID2,ID2(circ x2.0 moderate | alt chr4R[4-7] + chr4R[4-5])	chr12R > chr4R	2	True
5558f17a-eefd-4891-b7f5-2aaf3cabd6b6	28	chr14L	N	11	rev	3	ID5,ID2,ID3,ID2,ID3,ID3,ID2,ID3,ID3,ID2,ID3	ID5,ID2,ID3,ID2,ID3,ID3,ID2,ID3,ID3,ID2,ID3	self[2-3]:ID2,ID3 > self[2-3]:ID3,ID2,ID3(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3]) > self[2-3]:ID3,ID2,ID3(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	chr14L	1	False
58316efb-c2f5-4eff-b91d-1fca0ec51b03	28	chr2R	N	5	rev	0	ID1,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr14L:ID2,ID2,ID2,ID2(circ x4.0)	chr12R	1	False
5974adaa-59b2-4996-9fac-08834de162dc	33	chr6L	N	5	rev	0	ID1,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2	chr12R[1-2]:ID1,ID2 > chr12R[6-8]:ID2,ID2,ID2	chr12R	1	False
5acf4fc3-f317-45fb-96c0-ab8257ba1889	33	chr11R	Y	3	rev	0	ID5,ID2,ID4	ID5,ID2,ID4	chr14L[1-2]:ID5,ID2 > chr2L|chr6L:ID4	chr14L > chr2L|chr6L	2	True
5e82a06d-90bf-45d3-8189-c6eba2707944	33	chr6L	N	3	rev	0	ID1,ID2,ID2	ID1,ID2,ID2	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1 > chr12R|chr4R:ID2,ID2	chr12R	1	False
5ec1730d-dddc-41a2-857b-ef91bfc30164	33	chr4L	N	5	rev	0	ID5,ID2,ID2,ID2,ID2	ID5,ID2,ID2,ID2,ID2	chr14L|chr16L|chr7R:ID5 > chr12R[2-5]:ID2,ID2,ID2,ID2	chr14L|chr16L|chr7R > chr12R	2	True
5fcb96ca-fd24-4901-98dc-5977461c3100	28	chr13R	N	6	rev	0	ID5,ID2,ID3,ID3,ID2,ID3	ID5,ID2,ID3,ID3,ID2,ID3	chr14L|chr16L:ID5,ID2 > chr14L[3]:ID3 > chr14L[2-3]:ID3,ID2,ID3(circ x1.5 moderate | alt chr14L[3] + chr14L[2-3])	chr14L	1	False
603f7a44-23cb-4875-838a-f7b1f839cc37	33	chr4L	Y	3	rev	0	ID5,ID2,ID4	ID5,ID2,ID4	chr14L[1-2]:ID5,ID2 > chr2L|chr6L:ID4	chr14L > chr2L|chr6L	2	True
60c1ed5c-0d0c-4b17-bfe5-321604d15edb	33	chr4R	N	12	rev	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[3-4]:ID2,ID2,ID2,ID2,ID2(circ x2.5 moderate | alt chr4R[1-2] + chr4R[3-5])	chr4R	1	False
625caba0-7ad6-4703-a9be-b56a2190e22e	28	chr14L	N	5	rev	3	ID5,ID2,ID3,ID3,ID2	ID5,ID2,ID3,ID3,ID2	self[3]:ID3 > self[2]:ID2	chr14L	1	False
626d216b-d732-445e-a10b-6e2733314291	28	chr4R	N	10	rev	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[5-7]:ID2,ID2,ID2	chr4R	1	False
62be2766-81b5-4504-b9b8-95a08839c40f	33	chr13L	Y	3	rev	0	ID4,ID2,ID2	ID4,ID2,ID2	chr2L|chr6L:ID4 > chr16L|chr4R:ID2,ID2	chr2L|chr6L > chr16L|chr4R	2	True
63429925-09eb-46a6-9d99-a81a6a125d9c	28	chr7R	N	3	fwd	1	ID5,ID3,ID3	ID5,ID3,ID3	chr14L[3]:ID3 > chr14L[3]:ID3	chr14L	1	False
641f6fbe-ef0d-480f-9238-fc91e0fff071	28	chr15R	N	3	rev	1	ID2,ID3,ID2	ID2,ID3,ID2	chr14L[3]:ID3 > self[1]:ID2	chr14L > chr15R	2	True
652c8331-30e8-4c74-8389-50299229f709	28	chr15R	N	3	rev	1	ID2,ID2,ID3	ID2,ID2,ID3	chr14L[2-3]:ID2,ID3	chr14L	1	False
6796c762-f534-4fdd-95ba-c8f9d219a311	28	chr13R	N	2	rev	0	ID5,ID5	ID5,ID5	chr14L|chr16L|chr7R:ID5 > chr14L|chr16L|chr7R:ID5	chr14L|chr16L|chr7R	1	False
68232b43-99f4-4362-831f-9135922e0aec	28	chr6L	N	7	rev	1	ID4,ID2,ID2,ID2,ID2,ID2,ID2	ID4,ID2,ID2,ID2,ID2,ID2,ID2	chr14L?[2]:ID2 > chr12R[2-3]:ID2,ID2,ID2,ID2,ID2(circ x2.5 moderate | alt chr12R[2-3] + chr12R[5-7])	chr14L > chr12R	2	True
6874e671-3e74-4559-aebd-7a01a60ef0f4	28	chr15L	Y	4	rev	0	ID5,ID2,ID3,ID4	ID5,ID2,ID3,ID4	chr14L|chr16L|chr7R:ID5 > chr14L[2-3]:ID2,ID3 > chr2L|chr6L:ID4	chr14L > chr2L|chr6L	2	True
68b37d8c-b9d0-487b-85b3-eccdf56a64f4	33	chr1L	Y	2	rev	0	ID5,ID6	ID5,ID6	chr14L|chr16L|chr7R:ID5 > chr10L|chr14R|chr5L|chr9L:ID6	chr14L|chr16L|chr7R > chr10L|chr14R|chr5L|chr9L	2	True
6a995bf5-f9c3-43b8-b7c4-3578b6dc6b24	33	chr11L	Y	4	rev	0	ID6,ID2,ID2,ID2	ID6,ID2,ID2,ID2	chr10L|chr14R|chr5L|chr9L:ID6 > chr12R[5-7]:ID2,ID2,ID2	chr10L|chr14R|chr5L|chr9L > chr12R	2	True
6be0f27a-de67-4d25-8807-7571681164ca	28	chr2L	N	3	rev	1	ID4,ID2,ID2	ID4,ID2,ID2	chr16L|chr4R:ID2,ID2	chr16L|chr4R	1	False
6da3e9de-bbf4-4cd7-b133-128d466c3a8d	33	chr2L	N	9	rev	1	ID4,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID4,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12R?[2]:ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x8.0 moderate)	chr12R	1	False
6e1c832c-bfd1-4946-bec4-378156ff4098	28	chr11R	Y	6	rev	0	ID4,ID3,ID3,ID3,ID3,ID3	ID4,ID3,ID3,ID3,ID3,ID3	chr2L|chr6L:ID4 > chr14L[3]:ID3,ID3,ID3,ID3,ID3(circ x5.0 strong)	chr2L|chr6L > chr14L	2	True
6eac7cca-4320-471b-909d-ea5ac27940d9	33	chr7R	N	4	rev	1	ID5,ID2,ID2,ID2	ID5,ID2,ID2,ID2	chr16L|chr4R:ID2,ID2,ID2(circ x1.5)	chr16L|chr4R	1	False
713e7976-9d01-4ca1-8ae6-0c01eb4ac99d	33	chr13R	N	3	rev	0	ID5,ID2,ID2	ID5,ID2,ID2	chr14L[1-2]:ID5,ID2 > chr12R|chr14L|chr15R|chr16L|chr4R:ID2	chr14L	1	False
74b16b6e-abae-4a91-8486-fc964c960c7b	28	chr7R	N	8	rev	1	ID5,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID5,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr4R[1-5]:ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x1.4 moderate | alt chr4R[2-7] + chr4R[1])	chr4R	1	False
759945d8-2892-4183-81e3-b358ec0ce73f	33	chr6L	N	4	rev	0	ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr12L|chr13L|chr16R|chr5R|chr8L|chr8R:ID1 > chr4R[3-5]:ID2,ID2,ID2	chr12L|chr13L|chr16R|chr5R|chr8L|chr8R > chr4R	2	True
76c61932-6cd9-4471-8e43-adaff92c55e7	33	chr2L	N	3	rev	0	ID3,ID2,ID2	ID3,ID2,ID2	chr14L[3]:ID3 > chr12R[6-7]:ID2,ID2	chr14L > chr12R	2	True
76c7503e-e5b7-4be2-829e-7b7c0e59bfe0	28	chr13R	N	8	rev	0	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	chr12R[2-7]:ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr12R[2] + chr12R[2-8])	chr12R	1	False
775ca9fa-34ed-4f92-9e04-cb5385b46c93	28	chr12R	N	12	rev	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[6-8]:ID2,ID2,ID2,ID2(circ x1.3 moderate | alt chr12R[2] + chr12R[6-8])	chr12R	1	False
78a13940-3f57-4d2f-a3fe-d67108ca48dc	33	chr12R	N	12	rev	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[2]:ID2,ID2,ID2,ID2(circ x4.0 moderate | alt chr12R[2] + chr12R[6-8])	chr12R	1	False
7a183c26-9674-4fa9-ae5f-5790833fffc8	33	chr12R	N	14	rev	8	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	self[2-3]:ID2,ID2 > self[2-3]:ID2,ID2,ID2,ID2(circ x2.0 moderate | alt chr12R[2-3] + chr12R[2-3])	chr12R	1	False
7aa358db-4bff-47b0-817b-6930d4a9be3e	33	chr9R	Y	3	rev	0	ID6,ID2,ID3	ID6,ID2,ID3	chr10L|chr14R|chr5L|chr9L:ID6 > chr14L[2-3]:ID2,ID3	chr10L|chr14R|chr5L|chr9L > chr14L	2	True
