read_id_paper	chr_end_paper	n_yprime	switch	our_read_id	groups	read_id_ours	chr_end_ours	read_length	telo_side	anchor_start	anchor_end	spacer_start	spacer_end	spacer_size	spacer_source	spacer_plurality_source	spacer_switch_pos	spacer_best_identity	spacer_second_best_identity	spacer_confidence	spacer_recombination	spacer_quick_check_skipped	x_element_start	x_element_end	x_element_size	x_element_source	x_element_switch_pos	x_element_best_identity	x_element_second_best_identity	x_element_confidence	x_element_recombination	x_element_cluster_id	y_prime_count_on_read	y_prime_observed_array	y_prime_positions	y_prime_start	y_prime_end	y_prime_size	y_prime_recombination_status	y_prime_divergence_idx	y_prime_expected_at_divergence	y_prime_found_at_divergence	y_prime_downstream_consistent	y_prime_compatible_ends	y_prime_gained_segment	y_prime_fingerprint_window	y_prime_fingerprint_len	y_prime_fingerprint_kind	y_prime_array_matches	y_prime_self_match	y_prime_fingerprint_source	y_prime_fingerprint_specificity	y_prime_path	y_prime_path_n_segments	y_prime_path_primary_donor	y_prime_path_primary_len	y_prime_path_circles	y_prime_path_its_verified	y_prime_path_its_checked	recombination_source	recombination_detected	overall_confidence	cross_feature_consistent	cross_feature_detail	is_complex_event	confidence_factors	source_votes	source_tie	source_resolution	recombination_mechanism	y_prime_donor	telomere_end_confirmed	telomere_repeat_length	y_prime_probe_count	y_prime_tail_bp	qc_flags
16ad467a-e386-4d0f-83ae-5671e2cc4fee	chr13L	8	N	SRR33298449.52408	ID7,ID7,ID7,ID8,ID7,ID7,ID8,ID8	SRR33298449.52408	chr13L	35702.0	end	0.0	5001.0	5001.0	9457.0	4456.0	chr13L	chr13L	-1.0	96.0	0.0	0.95	no_change	False	9457.0	10211.0	754.0	chr13L	-1.0	99.34	90.92	0.9148	no_change	ID1	4.0	ID7,ID2,ID7,ID2	ID7:10265-16012;ID2:16188-22842;ID7:22991-28661;ID2:28825-35603	10265.0	35603.0	25338.0	No Change	-1.0			True	chr13L			0.0			False		0.0		0.0		0.0		0.0	0.0		False	0.95	True	all_features_match_reference	False	no_recombination		False				True	93.0	4.0	99.0	
174ee53e-cadb-4f69-a6bf-335ed9c86ad8	chr7L	2	N	SRR33298449.170990	ID2,ID1	SRR33298449.170990	chr7L	20333.0	beginning	15308.0	20333.0	14329.0	15308.0	979.0	chr7L	chr7L	-1.0	98.73	0.0	0.95	no_change	False	13584.0	14329.0	745.0	chr7L	-1.0	99.2	92.99	0.8039	no_change	ID25	2.0	ID1,ID2	ID1:6986-13462;ID2:176-6827	176.0	13462.0	13286.0	Y' Gain	0.0		ID1	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID1,ID2	ID1,ID2	2.0	contiguous	chr12R:contiguous	False	chr12R	1.0	chr12R[1-2]:ID1,ID2	1.0	chr12R	2.0		1.0	1.0	chr12R	True	0.44	True	y_prime=chr12R; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr12R[1-2]:ID1,ID2	False	base=0.40, complexity=1.10	chr12R=0.60	False	arm	donor_transfer	chr12R	True	142.0	2.0	176.0	
17625672-95dd-4870-9975-e3a252ff12bc	chr3R	4	N	SRR33298449.277608	ID8,ID7,ID8,ID7	SRR33298449.277608	chr3R	40585.0	beginning	35537.0	40585.0	25549.0	35537.0	9988.0	chr3R	chr3R	-1.0	97.55	0.0	0.95	no_change	False	24991.0	25549.0	558.0	chr3R	-1.0	92.82	88.75	0.6528	no_change	ID18	4.0	ID7,ID2,ID7,ID2	ID7:19352-24835;ID2:12560-19189;ID7:6940-12414;ID2:131-6778	131.0	24835.0	24704.0	Y' Gain	0.0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-4]:ID7,ID2,ID7,ID2	1.0	chr13L	4.0		3.0	3.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-4]:ID7,ID2,ID7,ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	95.0	4.0	131.0	
180826c3-19cf-4b4b-9119-bacbd9c2eebc	chr14L	7	N	SRR33298449.277540	ID2,ID3,ID3,ID3,ID3,ID2,ID5	SRR33298449.277540	chr14L	58354.0	beginning	53320.0	58354.0	44014.0	53320.0	9306.0	chr14L	chr14L	-1.0	98.63	0.0	0.95	no_change	False	43280.0	44014.0	734.0	chr14L	-1.0	99.59	91.3	0.9107	no_change	ID10	7.0	ID5,ID2,ID3,ID3,ID3,ID3,ID2	ID5:36356-43392;ID2:29539-36189;ID3:23885-29367;ID3:18225-23708;ID3:12570-18050;ID3:6905-12398;ID2:92-6742	92.0	43392.0	43300.0	Y' Gain	5.0		ID3	True	chr14L,chr16L,chr7R	ID3,ID2	ID3,ID2	2.0	contiguous	chr14L:rotation	True		1.0	self[3]:ID3 > self[2]:ID2	2.0	self	1.0		0.0	1.0	chr14L	True	0.33	True	supplementary=chr4; y_prime_compatible=chr14L,chr16L,chr7R; y_prime_array_matches=chr14L:rotation; y_prime_status=Y' Gain; y_prime_path=self[3]:ID3 > self[2]:ID2	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	53.0	7.0	92.0	
19358fad-3d8e-42c1-94f9-024d9f34b244	chr5R	6	N	SRR33298449.131857	ID8,ID7,ID8,ID7,ID8,ID1	SRR33298449.131857	chr5R	45590.0	beginning	40549.0	45590.0	39066.0	40549.0	1483.0	chr5R	chr5R	-1.0	99.49	0.0	0.95	no_change	False	38444.0	39066.0	622.0	chr5R	-1.0	100.0	92.88	0.8562	no_change	ID22	6.0	ID1,ID2,ID7,ID2,ID7,ID2	ID1:31749-38428;ID2:24952-31603;ID7:19335-24801;ID2:12528-19173;ID7:6899-12377;ID2:86-6737	86.0	38428.0	38342.0	Y' Gain	1.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID7,ID2,ID7,ID2	ID2,ID7,ID2,ID7,ID2	5.0	periodic	chr13L:periodic	False	chr13L	1.0	chr13L[1-2]:ID2,ID7,ID2,ID7,ID2(circ x2.5 strong)	1.0	chr13L	5.0	chr13L[1-2]:ID2,ID7x2.5:strong	4.0	4.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr13L:periodic; y_prime_status=Y' Gain; y_prime_path=chr13L[1-2]:ID2,ID7,ID2,ID7,ID2(circ x2.5 strong)	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	43.0	6.0	86.0	
1a7a787b-ba2f-423a-ab43-182094eeb368	chr13L	6	N	SRR33298449.174558	ID8,ID7,ID8,ID7,ID8,ID7	SRR33298449.174558	chr13L	47429.0	beginning	42399.0	47429.0	37960.0	42399.0	4439.0	chr13L	chr13L	-1.0	97.79	0.0	0.95	no_change	False	37206.0	37960.0	754.0	chr13L	-1.0	99.47	90.93	0.922	no_change	ID1	6.0	ID7,ID2,ID7,ID2,ID7,ID2	ID7:31686-37152;ID2:24903-31524;ID7:19305-24753;ID2:12490-19143;ID7:6891-12344;ID2:91-6729	91.0	37152.0	37061.0	Y' Gain	4.0		ID7	True	chr13L	ID7,ID2	ID7,ID2	2.0	contiguous	chr13L:contiguous	True		1.0	self[1-2]:ID7,ID2	1.0	self	2.0		1.0	1.0	chr13L	True	0.33	True	y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=self[1-2]:ID7,ID2	False	base=0.30, complexity=1.10		False	self	tandem_amplification_same_end		True	65.0	5.0	91.0	
1af7cb32-493e-4deb-aabe-deabfe3a231e	chr12R	9	N	SRR33298449.100701	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID1	SRR33298449.100701	chr12R	72106.0	beginning	67063.0	72106.0	61947.0	67063.0	5116.0	chr12R	chr12R	-1.0	97.97	0.0	0.95	no_change	False	61202.0	61947.0	745.0	chr12R	-1.0	100.0	91.06	0.9472	no_change	ID8	9.0	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1:54588-61074;ID2:47785-54428;ID2:40963-47615;ID2:34133-40789;ID2:27317-33963;ID2:20490-27145;ID2:13698-20321;ID2:6914-13552;ID2:113-6761	113.0	61074.0	60961.0	Y' Gain	6.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2,ID2	ID2,ID2,ID2	3.0	contiguous	chr12R:contiguous;chr4R:contiguous	True		0.5	chr13L?[2]:ID2,ID2,ID2(circ x3.0 moderate)	1.0		3.0		2.0	2.0	chr12R	True	0.33	True	supplementary=chr4; y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L?[2]:ID2,ID2,ID2(circ x3.0 moderate)	False	base=0.30, complexity=1.10	chr4=0.25	False	self	tandem_amplification_same_end		True	76.0	9.0	113.0	
1deb3eb7-f829-4a5e-b0cc-d77d26f07247	chr14R	5	N	SRR33298449.71973	ID6,ID3,ID3,ID3,ID3	SRR33298449.71973	chr14R	38454.0	end	0.0	5041.0	5041.0	8298.0	3257.0	chr14R	chr14R	-1.0	96.33	0.0	0.95	no_change	False	8298.0	9092.0	794.0	chr14R	-1.0	99.75	90.06	0.9817	no_change	ID11	5.0	ID6,ID3,ID3,ID3,ID3	ID6:9173-15683;ID3:15860-21353;ID3:21528-27014;ID3:27189-32670;ID3:32843-38318	9173.0	38318.0	29145.0	Y' Gain	1.0		ID3	True	chr10L,chr14R,chr5L,chr9L	ID3,ID3,ID3,ID3	ID3,ID3,ID3,ID3	4.0	periodic	chr14L:periodic	False	chr14L	1.0	chr14L[3]:ID3,ID3,ID3,ID3(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	1.0	chr14L	4.0	chr14L[3]:ID3x4.0:moderate	3.0	3.0	chr14L	True	0.66	True	y_prime=chr14L; y_prime_compatible=chr10L,chr14R,chr5L,chr9L; y_prime_array_matches=chr14L:periodic; y_prime_status=Y' Gain; y_prime_path=chr14L[3]:ID3,ID3,ID3,ID3(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	False	base=0.60, complexity=1.10	chr14L=1.00	False	arm	donor_transfer	chr14L	True	120.0	5.0	136.0	
20315363-0b9c-4d84-9050-d6ec9800dd97	chr2R	4	N	SRR33298449.564793	ID8,ID7,ID8,ID7	SRR33298449.564793	chr2R	40706.0	beginning	35675.0	40706.0	25693.0	35675.0	9982.0	chr2R	chr2R	-1.0	98.59	0.0	0.95	no_change	False	24944.0	25693.0	749.0	chr2R	-1.0	99.07	89.69	0.9603	no_change	ID1	4.0	ID7,ID2,ID7,ID2	ID7:19400-24890;ID2:12592-19238;ID7:6940-12440;ID2:112-6778	112.0	24890.0	24778.0	Y' Gain	0.0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-4]:ID7,ID2,ID7,ID2	1.0	chr13L	4.0		3.0	3.0	chr13L	True	0.66	True	y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-4]:ID7,ID2,ID7,ID2	False	base=0.60, complexity=1.10	chr13L=1.00	False	arm	donor_transfer	chr13L	True	72.0	4.0	112.0	
22cafc17-419f-49f3-bf09-c98838ab00cb	chr12L	3	N	SRR33298449.564822	ID1,ID2,ID2	SRR33298449.564822	chr12L	24606.0	end	0.0	5041.0	5041.0	5172.0	131.0	chr12L	chr12L	-1.0	100.0	0.0	0.95	no_change	False	5172.0	5586.0	414.0	chr12L	-1.0	100.0	94.82	0.7588	no_change	ID7	3.0	ID1,ID2,ID2	ID1:5616-10809;ID2:10981-17631;ID2:17791-24436	5616.0	24436.0	18820.0	Y' Gain	1.0		ID2	True	chr12L,chr12R,chr16R,chr5R,chr8L,chr8R	ID2,ID2	ID2,ID2	2.0	contiguous	chr12R:contiguous;chr4R:contiguous	False		0.5	chr13L?[2]:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	2.0		1.0		1.0	1.0	chr12R	True	0.33	True	y_prime_compatible=chr12L,chr12R,chr16R,chr5R,chr8L; y_prime_array_matches=chr12R:contiguous,chr4R:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L?[2]:ID2 > chr12R|chr13L|chr14L|chr15R|chr4R:ID2	False	base=0.30, complexity=1.10	chr12R=0.15;chr4R=0.15	True	arm	donor_transfer_candidates:2		True	161.0	3.0	170.0	
2c067fcb-1b1d-45d1-a423-626837c6ae25	chr10R	4	N	SRR33298449.274261	ID7,ID8,ID7,ID8	SRR33298449.274261	chr10R	45677.0	end	0.0	5021.0	5021.0	20032.0	15011.0	chr10R	chr10R	-1.0	99.51	0.0	0.95	no_change	False	20032.0	20763.0	731.0	chr14L	-1.0	95.94	95.34	0.5085	full_switch	ID10	4.0	ID7,ID2,ID7,ID2	ID7:20817-26298;ID2:26460-33109;ID7:33260-38742;ID2:38904-45536	20817.0	45536.0	24719.0	Y' Gain	0.0		ID7	True	chr13L	ID7,ID2,ID7,ID2	ID7,ID2,ID7,ID2	4.0	contiguous	chr13L:contiguous	False	chr13L	1.0	chr13L[1-4]:ID7,ID2,ID7,ID2	1.0	chr13L	4.0		3.0	3.0	chr14L	True	0.3559	False	x_element=chr14L; y_prime=chr13L; y_prime_compatible=chr13L; y_prime_array_matches=chr13L:contiguous; y_prime_status=Y' Gain; y_prime_path=chr13L[1-4]:ID7,ID2,ID7,ID2	True	base=0.51, complexity=0.70	chr14L=0.50	False	arm	subtelomere_switch	chr13L	True	99.0	4.0	141.0	
