read_id	PD	chr_end	paper_switch	n_copies	orient_used	kept_native	ids	variants	path	blocks	n_blocks	our_switch
098e8a15-3551-4ed8-bfd6-27e08a78a217	28	chr7L	N	4	fwd	0	ID5,ID3,ID3,ID3	ID5_Blue-Dark,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > chr14L[3-5]:ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R > chr14L	2	True
0a14470e-f69d-455d-a283-aa41ee735bbc	33	chr12L	N	3	rev	1	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
0a65958b-a47b-4f59-8e12-a5aa1ef49966	28	chr8L	N	3	fwd	1	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
0a894053-0e03-43f0-af0d-4b0e103c55a5	28	chr14L	N	7	rev	5	ID5,ID2,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	self[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
0ae49aa6-4c40-4694-8e9b-6e3b81af600f	33	chr8R	Y	6	rev	1	ID1,ID3,ID1,ID1,ID1,ID1	ID1_Gray,ID3_Orange,ID1_Gray,ID1_Gray,ID1_Gray,ID1_Gray	chr14L[3]:ID3_Orange > chr12R?[1]:ID1_Gray > self[1]:ID1_Gray,ID1_Gray,ID1_Gray(circ x3.0 strong)	chr14L > chr12R > chr8R	3	True
0b602b04-76d5-4234-919d-541ceb943618	33	chr15R	N	4	rev	1	ID2,ID3,ID3,ID3	ID2_Red-Dark,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange,ID3_Orange(circ x1.5 moderate | alt chr14L[3-4] + chr14L[3])	chr14L	1	False
0d9f9bbf-ac22-424a-8bf9-bfd92e04e51b	33	chr8R	N	3	rev	1	ID1,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
0e5a6bcf-8e71-45e3-8f69-f0e207135491	33	chr13L	N	6	rev	1	ID1,ID1,ID1,ID1,ID1,ID1	ID1_Gray,ID1_Gray,ID1_Gray,ID1_Gray,ID1_Gray,ID1_Gray	chr12R?[1]:ID1_Gray,ID1_Gray,ID1_Gray,ID1_Gray,ID1_Gray(circ x5.0 moderate)	chr12R	1	False
0e815625-4994-47ce-aa2a-d380df3cfb9e	33	chr5L	N	3	fwd	1	ID6,ID3,ID3	ID6_Purple-Light,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
0ec3f358-28da-45f9-8ca6-e75ead959c3f	28	chr7R	Y	3	rev	1	ID5,ID2,ID2	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Dark	chr4R?[1]:ID2_Red-Light > chr15R[1]:ID2_Red-Dark	chr4R > chr15R	2	True
0ee5ebe1-9207-4ca3-bf86-bfb8199ce8ea	28	chr13R	Y	3	rev	0	ID5,ID2,ID2	ID5_Blue-Dark,ID2_Red-Dark,ID2_Red-Dark	chr16L|chr7R:ID5_Blue-Dark > chr15R[1]:ID2_Red-Dark > chr15R[1]:ID2_Red-Dark	chr16L|chr7R > chr15R	2	True
0ee8c2fd-f31e-47dd-9139-414937811e43	33	chr11L	N	3	rev	0	ID2,ID3,ID2	ID2_Red-Light,ID3_Orange,ID2_Red-Light	chr14L[2-3]:ID2_Red-Light,ID3_Orange,ID2_Red-Light(circ x1.5 moderate | alt chr14L[2-3] + chr14L[2])	chr14L	1	False
0fc75e88-1092-4434-91e2-cb685b91cf5e	33	chr11R	N	3	fwd	0	ID2,ID2,ID2	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
0ff47ac1-6c8f-48d9-9330-524501480839	33	chr12L	N	3	fwd	1	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange	chr14L	1	False
100f9d07-54fc-4143-b8c4-50a22c935b30	33	chr5R	Y	13	rev	1	ID1,ID3,ID1,ID3,ID1,ID3,ID1,ID3,ID1,ID3,ID1,ID3,ID1	ID1_Gray,ID3_Orange,ID1_Gray,ID3_Orange,ID1_Gray,ID3_Orange,ID1_Gray,ID3_Orange,ID1_Gray,ID3_Orange,ID1_Gray,ID3_Orange,ID1_Gray	chr14L[3]:ID3_Orange > self[1]:ID1_Gray > chr14L[3]:ID3_Orange > self[1]:ID1_Gray > chr14L[3]:ID3_Orange > self[1]:ID1_Gray > chr14L[3]:ID3_Orange > self[1]:ID1_Gray > chr14L[3]:ID3_Orange > self[1]:ID1_Gray > chr14L[3]:ID3_Orange > self[1]:ID1_Gray	chr14L > chr5R > chr14L > chr5R > chr14L > chr5R > chr14L > chr5R > chr14L > chr5R > chr14L > chr5R	12	True
1145d536-9c19-4b7d-901f-90d71c43ef3e	28	chr14L	N	7	rev	0	ID5,ID2,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3-4]:ID3_Orange,ID3_Orange	chr16L|chr7R > chr14L	2	True
1156701a-ea3c-482b-9b66-acf5c83015e7	33	chr7L	Y	3	rev	0	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr12R?[1]:ID1_Gray > chr14L[3-4]:ID3_Orange,ID3_Orange	chr12R > chr14L	2	True
118515b3-0a94-4503-a9e0-59e2aeac78e2	28	chr14L	N	10	rev	0	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	chr16L|chr7R > chr14L	2	True
11a2c39e-6cf4-4bc9-a988-749f97975834	28	chr2L	N	3	rev	1	ID4,ID3,ID3	ID4_Green-Light,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
11adb059-97a4-415b-a082-f31ce8d80863	28	chr5R	N	3	rev	1	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
12307f7f-35dd-4172-8c03-87875d6ef33b	28	chr16R	N	4	rev	1	ID1,ID3,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[3-5]:ID3_Orange,ID3_Orange,ID3_Orange	chr14L	1	False
125f1e9a-6d74-438c-bbe8-2d086267f9f3	28	chr7L	N	2	fwd	0	ID2,ID2	ID2_Red-Light,ID2_Red-Light	chr4R[1-2]:ID2_Red-Light,ID2_Red-Light	chr4R	1	False
127b944b-e7b6-4a1a-890f-199c9bd7f61e	33	chr13L	Y	3	fwd	1	ID1,ID1,ID3	ID1_Gray,ID1_Gray,ID3_Orange	chr12R?[1]:ID1_Gray > chr14L[3]:ID3_Orange	chr12R > chr14L	2	True
138bff77-4115-415a-8b45-1bfaf0221875	28	chr6L	N	4	rev	1	ID4,ID2,ID2,ID2	ID4_Green-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[5-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R	1	False
13f98874-419c-40b1-82a8-7f4f65fb28a4	33	chr3R	N	6	rev	0	ID5,ID2,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[1-5]:ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > chr14L[3]:ID3_Orange	chr14L	1	False
141b1904-17aa-47a5-a0ff-56c1d468211f	33	chr13R	Y	2	rev	0	ID1,ID3	ID1_Gray,ID3_Orange	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr14L[3]:ID3_Orange	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R > chr14L	2	True
15646318-9232-472a-b2f0-593cb56fabc4	28	chr12R	N	9	fwd	7	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[2-3]:ID2_Red-Light,ID2_Red-Light	chr12R	1	False
164f517a-b5c5-4525-a3f2-d9b514b27605	33	chr14L	N	8	rev	5	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	self[3-5]:ID3_Orange,ID3_Orange,ID3_Orange	chr14L	1	False
17761d33-487d-4544-90e3-3e09f40fe942	33	chr12L	N	5	fwd	1	ID1,ID2,ID2,ID2,ID3	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID3_Orange	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.5) > chr14L[3]:ID3_Orange	chr12R|chr4R > chr14L	2	True
1793d1c7-4d44-4b14-b2e1-4ab2ac56e6b0	33	chr14R	N	5	rev	1	ID6,ID2,ID2,ID2,ID2	ID6_Purple-Neutral,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R	1	False
185b4f04-cd61-4c69-8c97-e2d9ae23afee	33	chr14L	N	7	rev	0	ID5,ID2,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > self[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange > self[3-4]:ID3_Orange,ID3_Orange	chr16L|chr7R > chr14L	2	True
18d10e15-31fb-4e4e-a6a3-4855c7763323	33	chr3R	Y	2	rev	0	ID5,ID3	ID5_Blue-Dark,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > chr14L[3]:ID3_Orange	chr16L|chr7R > chr14L	2	True
19cb3f11-c711-4325-977c-2c5e47c8d643	28	chr5L	N	3	rev	1	ID6,ID6,ID6	ID6_Purple-Light,ID6_Purple-Light,ID6_Purple-Light	self[1]:ID6_Purple-Light > self[1]:ID6_Purple-Light	chr5L	1	False
1a15f11b-0648-4721-a9f0-adde9a7c6bc8	28	chr10R	N	2	fwd	0	ID2,ID2	ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
1a5543a3-bbca-4f93-9def-38a2cd9cba3e	28	chr12R	N	9	rev	7	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[2-3]:ID2_Red-Light,ID2_Red-Light	chr12R	1	False
1a57446e-a5d6-418d-bc3b-f389aa9a8743	33	chr13R	Y	3	fwd	0	ID2,ID2,ID2	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light	chr15R[1]:ID2_Red-Dark > chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr15R > chr12R|chr4R	2	True
1be0f67a-f821-4144-a8cc-9fff6aba3ebf	28	chr16L	N	4	fwd	1	ID5,ID2,ID2,ID2	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[3-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R	1	False
1c9e75a4-5be6-4500-9f14-69e11b3f452a	33	chr4R	N	12	rev	7	ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light(circ x1.2 moderate | alt chr4R[4-7] + chr4R[1])	chr4R	1	False
1d6177f3-b3b5-40e9-b667-59a3248224b6	33	chr4L	Y	2	rev	0	ID2,ID6	ID2_Red-Light,ID6_Purple-Dark	chr12R|chr14L|chr4R:ID2_Red-Light > chr10L|chr9L:ID6_Purple-Dark	chr12R|chr14L|chr4R > chr10L|chr9L	2	True
1d895517-52b4-456f-9ad0-a4e7c09fea56	33	chr14L	N	8	fwd	0	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > self[2]:ID2_Red-Light > self[3]:ID3_Orange > self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	chr16L|chr7R > chr14L	2	True
1e05aff4-a163-436e-913a-fd072a3a62cf	28	chr14L	N	7	rev	0	ID5,ID2,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > self[2]:ID2_Red-Light > self[3]:ID3_Orange > self[3-5]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x1.3 moderate | alt chr14L[3] + chr14L[3-5])	chr16L|chr7R > chr14L	2	True
1e2817af-2a92-4a48-ac13-39e5acb96220	33	chr12L	N	3	rev	1	ID1,ID2,ID2	ID1_Gray,ID2_Red-Dark,ID2_Red-Dark	chr15R[1]:ID2_Red-Dark > chr15R[1]:ID2_Red-Dark	chr15R	1	False
1fd39faa-3388-4d34-a38d-f60da202cb2f	28	chr13L	N	3	rev	1	ID1,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
1fd77cb7-23c9-4f65-813d-7d3c4754fe5d	28	chr12R	N	9	rev	7	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[2-3]:ID2_Red-Light,ID2_Red-Light	chr12R	1	False
1ffa014d-bb6f-464a-9d9b-44fbcfe1bf5b	33	chr8R	N	3	rev	1	ID1,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
1ffeb002-4a98-439e-a02e-7bfc25a3c6e2	33	chr7R	N	4	rev	1	ID5,ID2,ID2,ID2	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R[5-7]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr4R	1	False
202d37ed-ab19-4543-9734-00c136e564b8	28	chr14L	N	10	fwd	0	ID5,ID2,ID3,ID2,ID3,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Dark,ID2_Red-Light,ID3_Orange,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr16L|chr7R:ID5_Blue-Dark > self[2-3]:ID2_Red-Light,ID3_Orange,ID2_Red-Light,ID3_Orange(circ x2.0 moderate | alt chr14L[2-3] + chr14L[2-3]) > self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x5.0 moderate | alt chr14L[3-5] + chr14L[3-4])	chr16L|chr7R > chr14L	2	True
20ed623f-056e-4bb3-8eb6-645443a39137	33	chr13R	N	2	fwd	0	ID5,ID5	ID5_Blue-Dark,ID5_Blue-Dark	chr16L|chr7R:ID5_Blue-Dark > chr16L|chr7R:ID5_Blue-Dark	chr16L|chr7R	1	False
22de1c94-9d37-4231-bfc0-0e902ed44b40	28	chr2R	Y	2	rev	0	ID1,ID3	ID1_Gray,ID3_Orange	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr14L[3]:ID3_Orange	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R > chr14L	2	True
23189ab5-afdb-494d-a131-974baff71711	33	chr14L	N	9	rev	5	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	chr14L	1	False
231c498f-bc2b-4ce6-9aec-a06691de6c41	28	chr16R	N	3	rev	1	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr14L[3-4]:ID3_Orange,ID3_Orange	chr14L	1	False
24739ce3-9de3-40be-a567-67a6381eca49	33	chr14L	N	9	fwd	5	ID5,ID2,ID3,ID3,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	self[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	chr14L	1	False
26c8dca1-0f79-44c3-b715-6f43fb7bac5e	33	chr11R	N	2	fwd	0	ID1,ID1	ID1_Gray,ID1_Gray	chr12R?[1]:ID1_Gray > chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray	chr12R	1	False
26e49783-2d01-4256-ae15-f0de872f05c0	28	chr13R	N	5	rev	0	ID1,ID2,ID2,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12L|chr12R|chr13L|chr16R|chr5R|chr8L|chr8R:ID1_Gray > chr12R[2-5]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R	1	False
27c17c61-2c0f-4565-82a4-c2870ccf1fab	28	chr13L	N	3	rev	1	ID1,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange	chr14L[3]:ID3_Orange > chr14L[3]:ID3_Orange	chr14L	1	False
27d754dc-a6c3-4007-90f0-b5fc3974f275	28	chr15R	Y	3	rev	1	ID2,ID2,ID2	ID2_Red-Dark,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
27f0a2cd-4779-4be9-ad86-b4050392e1f6	28	chr14L	N	7	rev	5	ID5,ID2,ID3,ID3,ID3,ID3,ID3	ID5_Blue-Light,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	self[3]:ID3_Orange > self[3]:ID3_Orange	chr14L	1	False
28e1efaa-e12d-4da4-b2bc-9012405e5328	28	chr12R	N	12	rev	7	ID1,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	self[2-6]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R	1	False
2919ded6-583e-44fc-92a3-835b1b851ae5	28	chr12L	N	4	rev	1	ID1,ID3,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange(circ x3.0 moderate)	chr14L	1	False
291a0ff1-0ee9-44a0-9bfd-61391a014d74	33	chr12L	N	5	rev	1	ID1,ID2,ID3,ID3,ID3	ID1_Gray,ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[2-5]:ID2_Red-Light,ID3_Orange,ID3_Orange,ID3_Orange	chr14L	1	False
29526992-309b-4b02-89bc-c8989cd5a138	33	chr7L	N	2	fwd	0	ID2,ID3	ID2_Red-Light,ID3_Orange	chr14L[2-3]:ID2_Red-Light,ID3_Orange	chr14L	1	False
298827fe-ffa9-457c-8396-5c2efc7b2f2b	33	chr13L	N	5	rev	1	ID1,ID3,ID3,ID3,ID3	ID1_Gray,ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	chr14L	1	False
2be56d45-43e6-4853-b265-a7f580a14b96	28	chr13L	N	4	rev	0	ID3,ID3,ID3,ID3	ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange	chr14L[3]:ID3_Orange,ID3_Orange,ID3_Orange,ID3_Orange(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	chr14L	1	False
2cb651b5-78cd-47d0-af38-fe6a00438445	28	chr10R	N	2	rev	0	ID1,ID2	ID1_Gray,ID2_Red-Light	chr12R[1-2]:ID1_Gray,ID2_Red-Light	chr12R	1	False
2ccb08dd-b60f-4618-93d2-d57a64aae38a	33	chr16L	N	6	fwd	1	ID5,ID2,ID2,ID2,ID2,ID2	ID5_Blue-Dark,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R[2-6]:ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light,ID2_Red-Light	chr12R	1	False
2cfa5f4f-7f31-4503-bea9-59dab9f43066	33	chr5R	N	3	rev	1	ID1,ID2,ID2	ID1_Gray,ID2_Red-Light,ID2_Red-Light	chr12R|chr4R:ID2_Red-Light,ID2_Red-Light	chr12R|chr4R	1	False
