read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298446.204802	chr12R	ID5,ID1,ID1,ID1,ID1,ID1,ID2,ID2	ID2,ID2	chr14L:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298446.143736	chr12R	ID5,ID1,ID1,ID1,ID1,ID1,ID2,ID2	ID2,ID2	chr14L:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298446.260319	chr12R	ID5,ID1,ID1,ID1,ID1,ID1,ID2,ID2	ID2,ID2	chr14L:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298446.310692	chr13L	ID2,ID1,ID1,ID1	ID1,ID1	chr12R|chr14L:ID1,ID1	unresolved	chr12R	0.33
SRR33298446.86049	chr13L	ID2,ID1,ID1,ID1	ID1,ID1	chr12R|chr14L:ID1,ID1	unresolved	chr12R	0.33
SRR33298446.293261	chr13L	ID2,ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298446.372333	chr13R	ID4,ID1,ID1,ID2,ID2,ID2,ID1,ID1,ID1,ID1	ID4,ID1,ID1,ID2,ID2,ID2,ID1,ID1,ID1,ID1	chr2L|chr6L:ID4 > chr12R|chr14L:ID1,ID1 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2,ID2,ID2(circ[ID2]x3.0) > chr12R:ID1,ID1,ID1,ID1	unique donor by IDs	chr14L	-0.0019
SRR33298446.155006	chr13R	ID1,ID1,ID2	ID1,ID1,ID2	chr14L:ID1 > chr14L:ID1,ID2	unique donor by IDs	chr15R	0.578
SRR33298446.166333	chr14L	ID1,ID1,ID2,ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2	self:ID2,ID2,ID2	self (tandem amplification)	chr14L	0.33
SRR33298446.160018	chr14R	ID6,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr14L:ID2,ID2,ID2,ID2(circ[ID2,ID2]x2.0)	unique donor by IDs	chr14L	0.66
SRR33298446.219679	chr14R	ID1,ID1	ID1,ID1	chr4R:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298446.101272	chr14R	ID8,ID2	ID8,ID2	chr5L:ID8 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs+ITS	chr12	0.3
SRR33298446.147308	chr15L	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr1L	0.3937
SRR33298446.147066	chr15L	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr1L	0.1695
SRR33298446.312666	chr15L	ID4,ID4	ID4,ID4	chr2L|chr6L:ID4,ID4(circ[ID4]x2.0)	unresolved	chr13L	0.7074
SRR33298446.278555	chr15R	ID2,ID1	ID2,ID1	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > self:ID1	unique donor by IDs	chr13L	0.44
SRR33298446.145013	chr16L	ID1,ID1,ID2,ID2	ID1,ID2,ID2	chr14L:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298446.229583	chr1L	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.194760	chr2R	ID4,ID4,ID4,ID4,ID4,ID4,ID4	ID4,ID4,ID4,ID4,ID4,ID4,ID4	chr2L|chr6L:ID4,ID4,ID4,ID4,ID4,ID4,ID4(circ[ID4]x7.0)	unresolved	chr12R	0.0035
SRR33298446.287838	chr2R	ID2,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1	chr13L:ID2,ID1 > chr12R|chr14L:ID1,ID1,ID1(circ[ID1,ID1]x1.5)	unresolved	chr13L	0.33
SRR33298446.320345	chr2R	ID2,ID1,ID1,ID1	ID2,ID1,ID1,ID1	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr4R:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.0033
SRR33298446.7919	chr2R	ID4,ID1	ID4,ID1	chr2L|chr6L:ID4 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	chr13	0.3
SRR33298446.60268	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.302039	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.146947	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.248777	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.376349	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.73664	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.147287	chr2R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	-0.0195
SRR33298446.389691	chr3R	ID5,ID1,ID1	ID5,ID1,ID1	chr12R:ID5,ID1,ID1	unique donor by IDs	chr12R	0.66
SRR33298446.160296	chr3R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr6L	0.4271
SRR33298446.263563	chr3R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.271420	chr3R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	1.0
SRR33298446.82650	chr4L	ID1,ID1,ID2,ID2,ID2	ID1,ID1,ID2,ID2,ID2	chr14L:ID1,ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	1.0
SRR33298446.268199	chr4L	ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2,ID2	chr14L:ID2,ID2,ID2,ID2,ID2(circ[ID2,ID2,ID2]x1.7)	unique donor by IDs	chr3R	0.652
SRR33298446.315023	chr4L	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.122766	chr4L	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.244953	chr4L	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.125100	chr5L	ID8,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1,ID1,ID1,ID1(circ[ID1,ID1]x2.5)	unresolved	chr12R	0.33
SRR33298446.49003	chr5L	ID8,ID2,ID2	ID2,ID2	chr14L:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298446.304614	chr5L	ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298446.373861	chr5R	ID1,ID1,ID2,ID1	ID1,ID2,ID1	chr14L:ID1,ID2,ID1(circ[ID1,ID2]x1.5)	unique donor by IDs	chr13L	0.66
SRR33298446.120762	chr5R	ID1,ID1,ID2,ID2	ID1,ID2,ID2	chr14L:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298446.252236	chr5R	ID1,ID2,ID1	ID2,ID1	chr14L:ID2 > self:ID1	unique donor by IDs	chr13L	0.44
SRR33298446.345382	chr6L	ID4,ID2,ID2,ID2	ID2,ID2,ID2	chr14L:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298446.142300	chr6L	ID4,ID2,ID2	ID2,ID2	chr14L:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298446.300280	chr6R	ID1,ID1,ID2,ID2,ID2	ID1,ID1,ID2,ID2,ID2	chr14L:ID1,ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.0002
SRR33298446.308923	chr6R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298446.207241	chr7L	ID1,ID1,ID1	ID1,ID1,ID1	chr4R:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.0051
SRR33298446.371040	chr7L	ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298446.243432	chr7L	ID6,ID1	ID6,ID1	chr14R:ID6 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	ambiguous	0.3
SRR33298446.309504	chr7R	ID1,ID1,ID1	ID1,ID1	chr4R:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298446.59014	chr7R	ID1,ID1,ID1	ID1,ID1	chr4R:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298446.189073	chr8L	ID7,ID1	ID7,ID1	chr16R:ID7 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs+ITS	ambiguous	0.3
SRR33298446.47950	chr8R	ID2,ID2,ID2,ID2	ID2,ID2,ID2	chr14L:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298446.199492	chr9R	ID2,ID1	ID2,ID1	chr13L:ID2,ID1	unique donor by IDs	chr13L	0.44
