read_id	chr_end	y_prime_observed_array	y_prime_gained_segment	y_prime_path	cat	recombination_source	overall_confidence
SRR33298449.231908	chr14R	ID6,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr14L[3-4]:ID2,ID2,ID2,ID2(circ x2.0 moderate | alt chr14L[3-5] + chr14L[3])	unique donor by IDs	chr14L	0.66
SRR33298449.71973	chr14R	ID6,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr14L?[3]:ID2,ID2,ID2,ID2(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	unique donor by IDs	chr14L	0.66
SRR33298449.95832	chr14R	ID6,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298449.132130	chr14R	ID3,ID3,ID3	ID3,ID3,ID3	chr10L|chr9L:ID3,ID3,ID3(circ x3.0)	unresolved	ambiguous	0.3
SRR33298449.368231	chr14R	ID2,ID1,ID2	ID2,ID1,ID2	chr13L[1-3]:ID2,ID1,ID2	unique donor by IDs	chr13L	0.66
SRR33298449.328607	chr14R	ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298449.433991	chr15L	ID1,ID1,ID2,ID2,ID2	ID1,ID1,ID2,ID2,ID2	chr14L[1-5]:ID1,ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.0018
SRR33298449.497101	chr15L	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	-0.0009
SRR33298449.396304	chr15L	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298449.203189	chr15R	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1,ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1 > chr12R[2-4]:ID1,ID1,ID1,ID1,ID1(circ x1.7 moderate | alt chr12R[2-4] + chr12R[2-3])	unique donor by IDs	chr4R	0.66
SRR33298449.541542	chr15R	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-3]:ID1,ID1,ID1,ID1(circ x2.0 moderate | alt chr12R[2-3] + chr12R[2-3])	unique donor by IDs+ITS	chr12R	0.33
SRR33298449.42529	chr15R	ID1,ID1,ID2,ID2,ID2	ID1,ID2,ID2,ID2	chr14L[2-5]:ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.557763	chr15R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr13L:ID1,ID1,ID1(circ x3.0)	unresolved	chr12R	0.33
SRR33298449.445000	chr15R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1	unresolved	chr12R	0.33
SRR33298449.475238	chr15R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[5-7]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298449.24762	chr15R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr4R	0.33
SRR33298449.351133	chr15R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr4R	0.33
SRR33298449.304990	chr16L	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[5-7]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298449.293351	chr16L	ID1,ID1,ID2,ID1	ID1,ID2,ID1	chr13L[2-4]:ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298449.250891	chr16L	ID1,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298449.387808	chr16R	ID7,ID1,ID2,ID2	ID1,ID2,ID2	chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.196126	chr16R	ID2,ID1,ID1	ID2,ID1,ID1	chr14L?[3]:ID2 > chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr13L	0.33
SRR33298449.309344	chr16R	ID7,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298449.85022	chr16R	ID7,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298449.557053	chr16R	ID7,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.24190	chr16R	ID2,ID2,ID1	ID2,ID2,ID1	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr13L[1-2]:ID2,ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.148131	chr16R	ID2,ID2,ID1	ID2,ID2,ID1	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr13L[1-2]:ID2,ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.30378	chr16R	ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298449.51472	chr1L	ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298449.109175	chr1R	ID1,ID2,ID2	ID1,ID2,ID2	chr13L[2-3]:ID1,ID2 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr14L	0.66
SRR33298449.139155	chr1R	ID1,ID6	ID1,ID6	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > chr14R[1]:ID6	unresolved	chr14L	0.33
SRR33298449.214186	chr2L	ID4,ID1,ID1,ID1	ID1,ID1,ID1	chr4R[5-7]:ID1,ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298449.430392	chr2L	ID2,ID1,ID1	ID2,ID1,ID1	chr14L?[3]:ID2 > chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr13L	0.33
SRR33298449.314291	chr2L	ID4,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.134915	chr2R	ID2,ID1,ID1,ID1,ID1	ID2,ID1,ID1,ID1,ID1	chr14L?[3]:ID2 > chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.3
SRR33298449.444426	chr2R	ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2	chr13L[1-2]:ID2,ID1,ID2,ID1,ID2(circ x2.5 strong)	unique donor by IDs	chr13L	0.66
SRR33298449.196678	chr2R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298449.507268	chr2R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.0002
SRR33298449.564793	chr2R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298449.567566	chr3R	ID1,ID1,ID2,ID1	ID1,ID1,ID2,ID1	chr13L[2-4]:ID1,ID1,ID2,ID1(circ x1.3 moderate | alt chr13L[2] + chr13L[2-4])	unique donor by IDs	chr7R	0.7
SRR33298449.486235	chr3R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298449.117144	chr3R	ID6,ID1,ID2,ID2	ID6,ID1,ID2,ID2	chr14R[1]:ID6 > chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.43071	chr3R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-3]:ID2,ID1,ID2 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr13L	0.66
SRR33298449.277608	chr3R	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298449.421389	chr3R	ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr14L?[3]:ID2,ID2,ID2,ID2(circ x4.0 moderate | alt chr14L[3-5] + chr14L[3])	unique donor by IDs	chr14L	0.0001
SRR33298449.4646	chr3R	ID2,ID1,ID2	ID2,ID1,ID2	chr13L[1-3]:ID2,ID1,ID2	unique donor by IDs	chr13L	0.66
SRR33298449.172343	chr3R	ID5,ID1	ID5,ID1	chr12R[1]:ID5 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unique donor by IDs	chr12R	0.44
SRR33298449.354290	chr4L	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr4R[3-5]:ID1,ID1,ID1,ID1,ID1(circ x1.7 moderate | alt chr4R[1] + chr4R[3-6])	unique donor by IDs+ITS	chr4R	0.33
SRR33298449.23058	chr4L	ID2,ID1,ID2,ID1,ID2	ID2,ID1,ID2,ID1,ID2	chr13L[1-2]:ID2,ID1,ID2,ID1,ID2(circ x2.5 strong)	unique donor by IDs	chr13L	0.66
SRR33298449.141373	chr4L	ID2,ID1,ID2,ID1	ID2,ID1,ID2,ID1	chr13L[1-4]:ID2,ID1,ID2,ID1	unique donor by IDs	chr13L	0.66
SRR33298449.448780	chr4L	ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.0015
SRR33298449.338586	chr4R	ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1	self[3-5]:ID1,ID1,ID1	self (tandem amplification)	chr4R	0.33
SRR33298449.232669	chr5L	ID8,ID1,ID1,ID8	ID1,ID1,ID8	chr13L?[2]:ID1 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > self[1]:ID8	unresolved	chr12R	0.33
SRR33298449.567078	chr5L	ID8,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr13L:ID1,ID1,ID1(circ x3.0)	unresolved	chr12R	0.33
SRR33298449.575359	chr5L	ID8,ID2,ID2,ID2	ID2,ID2,ID2	chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.235892	chr5L	ID8,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.307474	chr5L	ID8,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298449.482656	chr5L	ID8,ID1,ID4,ID1	ID1,ID4,ID1	chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1 > chr2L|chr6L:ID4 > chr12R|chr13L|chr14L|chr15R|chr16L|chr4R|chr5R|chr7R:ID1	unresolved	ambiguous	0.3
SRR33298449.131857	chr5R	ID1,ID1,ID2,ID1,ID2,ID1	ID1,ID2,ID1,ID2,ID1	chr13L[1-2]:ID1,ID2,ID1,ID2,ID1(circ x2.5 strong)	unique donor by IDs	chr13L	0.66
SRR33298449.439307	chr5R	ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-5]:ID1,ID1,ID1,ID1	unique donor by IDs+ITS	chr12R	0.33
SRR33298449.463689	chr5R	ID1,ID2,ID1,ID1	ID2,ID1,ID1	chr13L[1-2]:ID2,ID1 > self[1]:ID1	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.67876	chr5R	ID1,ID2,ID2,ID2	ID2,ID2,ID2	chr14L[3-5]:ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.2980	chr5R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298449.333059	chr6L	ID4,ID1,ID2,ID2	ID1,ID2,ID2	chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.62480	chr6L	ID4,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298449.506450	chr6L	ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298449.565595	chr6L	ID2,ID2	ID2,ID2	chr13L?[1]:ID2 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr14L	0.44
SRR33298449.570479	chr6L	ID2,ID2	ID2,ID2	chr12L|chr13L|chr14L|chr8L|chr8R:ID2 > chr12L|chr13L|chr14L|chr8L|chr8R:ID2	unique donor by IDs	chr14L	0.44
SRR33298449.107663	chr7L	ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R[2-4]:ID1,ID1,ID1,ID1(circ x1.3 moderate | alt chr12R[2-4] + chr12R[2])	unique donor by IDs+ITS	chr12R	-0.0013
SRR33298449.170990	chr7L	ID5,ID1	ID5,ID1	chr12R[1-2]:ID5,ID1	unique donor by IDs	chr12R	0.44
SRR33298449.277410	chr7R	ID1,ID1,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1,ID1	chr4R[1-4]:ID1,ID1,ID1,ID1,ID1(circ x1.2 moderate | alt chr4R[1-3] + chr4R[1-2])	unique donor by IDs+ITS	chr4R	0.33
SRR33298449.444270	chr7R	ID1,ID1,ID1,ID1	ID1,ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1,ID1(circ x1.5)	unresolved	chr12R	0.33
SRR33298449.420201	chr7R	ID1,ID1,ID2,ID2	ID1,ID2,ID2	chr14L[2-4]:ID1,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.347234	chr7R	ID1,ID2,ID1,ID2	ID2,ID1,ID2	chr13L[1-2]:ID2,ID1,ID2(circ x1.5 moderate | alt chr13L[1-2] + chr13L[1])	unique donor by IDs	chr13L	0.66
SRR33298449.222947	chr7R	ID1,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298449.334058	chr7R	ID1,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
SRR33298449.475779	chr7R	ID1,ID1,ID2	ID1,ID2	chr13L[2-3]:ID1,ID2	unique donor by IDs+ITS	chr13L	0.33
SRR33298449.353376	chr8L	ID2,ID1,ID1,ID2,ID2,ID2	ID1,ID1,ID2,ID2,ID2	chr14L[1-5]:ID1,ID1,ID2,ID2,ID2	unique donor by IDs	chr14L	0.66
SRR33298449.319937	chr8L	ID2,ID2,ID2,ID1,ID1,ID2	ID2,ID2,ID1,ID1,ID2	chr14L[1-4]:ID2,ID2,ID1,ID1,ID2(circ x1.2 moderate | alt chr14L[3-4] + chr14L[1-3])	unique donor by IDs	chr14L	0.66
SRR33298449.17944	chr8L	ID1,ID2,ID1,ID2	ID1,ID2,ID1,ID2	chr13L[1-2]:ID1,ID2,ID1,ID2(circ x2.0 moderate | alt chr13L[2-4] + chr13L[1])	unique donor by IDs	chr13L	0.66
SRR33298449.40681	chr8L	ID2,ID1,ID1	ID1,ID1	chr12R|chr14L|chr4R:ID1,ID1	unresolved	chr12R	0.33
SRR33298449.510400	chr8L	ID2,ID2,ID1	ID2,ID1	chr13L[1-2]:ID2,ID1	unique donor by IDs	chr13L	0.44
SRR33298449.117642	chr8L	ID2,ID2,ID2	ID2,ID2	chr13L?[1]:ID2 > self[1]:ID2	unique donor by IDs	chr14L	0.44
SRR33298449.126869	chr8R	ID2,ID2,ID2,ID2,ID2	ID2,ID2,ID2,ID2	chr14L[3-4]:ID2,ID2,ID2,ID2(circ x2.0 moderate | alt chr14L[3-4] + chr14L[3-4])	unique donor by IDs	chr14L	0.66
SRR33298449.133343	chr8R	ID2,ID2,ID2	ID2,ID2	chr14L[3-4]:ID2,ID2	unique donor by IDs	chr14L	0.44
SRR33298449.118344	chr8R	ID2,ID2,ID2	ID2,ID2	chr13L?[1]:ID2 > self[1]:ID2	unique donor by IDs	chr14L	0.44
SRR33298449.525711	chr9L	ID3,ID1,ID1,ID1,ID1	ID1,ID1,ID1,ID1	chr12R|chr4R:ID1,ID1,ID1,ID1(circ x1.3)	unresolved	chr12R	0.33
SRR33298449.170056	chr9L	ID3,ID1,ID1	ID1,ID1	chr4R[1-2]:ID1,ID1	unique donor by IDs+ITS	chr4R	0.33
