read_id	chr_end	read_length	telo_side	y_prime_count_on_read	ref_count	y_prime_probe_count	y_prime_observed_array	end_confirmed	repeat_length	tail_bp	recombination_source	overall_confidence	loss_class
SRR33298446.6500	chr13L	22852	beginning	2	4	2.0	ID2,ID1	True	211.0	248	ambiguous	0.3	real_contraction
SRR33298446.385575	chr13L	22852	end	2	4	2.0	ID2,ID1	True	74.0	84	ambiguous	0.3	real_contraction
SRR33298446.116236	chr13L	22839	beginning	2	4	2.0	ID2,ID1	True	190.0	225	ambiguous	0.3	real_contraction
SRR33298446.24777	chr13L	22839	beginning	2	4	2.0	ID2,ID1	True	130.0	181	ambiguous	0.3	real_contraction
SRR33298446.368173	chr13L	22813	beginning	2	4	2.0	ID2,ID1	True	163.0	201	ambiguous	0.3	real_contraction
SRR33298446.99754	chr13L	22804	beginning	2	4	2.0	ID2,ID1	True	158.0	199	ambiguous	0.3	real_contraction
SRR33298446.321712	chr13L	22797	beginning	2	4	2.0	ID2,ID1	True	164.0	204	ambiguous	0.3	real_contraction
SRR33298446.204727	chr13L	22792	beginning	2	4	2.0	ID2,ID1	True	161.0	198	ambiguous	0.3	real_contraction
SRR33298446.57155	chr13L	22783	end	2	4	2.0	ID2,ID1	True	165.0	175	ambiguous	0.3	real_contraction
SRR33298446.79312	chr13L	22784	beginning	2	4	2.0	ID2,ID1	True	152.0	189	ambiguous	0.3	real_contraction
SRR33298446.126182	chr13L	22770	beginning	2	4	2.0	ID2,ID1	True	120.0	160	ambiguous	0.3	real_contraction
SRR33298446.130251	chr13L	22778	end	2	4	2.0	ID2,ID1	True	141.0	151	ambiguous	0.3	real_contraction
SRR33298446.48883	chr13L	22772	beginning	2	4	2.0	ID2,ID1	True	119.0	154	ambiguous	0.3	real_contraction
SRR33298446.23667	chr13L	22774	end	2	4	2.0	ID2,ID1	True	141.0	155	ambiguous	0.3	real_contraction
SRR33298446.234854	chr13L	22767	beginning	2	4	2.0	ID2,ID1	False	141.0	172	ambiguous	0.15	unconfirmed_end
SRR33298446.218056	chr13L	22631	beginning	2	4	2.0	ID2,ID1	True	130.0	168	ambiguous	0.3	real_contraction
SRR33298446.204788	chr13L	22766	beginning	2	4	2.0	ID2,ID1	True	138.0	168	ambiguous	0.3	real_contraction
SRR33298446.280931	chr13L	22052	end	2	4	2.0	ID2,ID1	True	148.0	159	ambiguous	0.3	real_contraction
SRR33298446.255756	chr13L	22757	beginning	2	4	2.0	ID2,ID1	True	113.0	150	ambiguous	0.3	real_contraction
SRR33298446.190250	chr13L	20721	end	2	4	2.0	ID2,ID1	False	96.0	99	ambiguous	0.15	unconfirmed_end
SRR33298446.139956	chr13L	22775	beginning	2	4	2.0	ID2,ID1	True	110.0	154	ambiguous	0.3	real_contraction
SRR33298446.265557	chr13L	22761	beginning	2	4	2.0	ID2,ID1	True	113.0	153	ambiguous	0.3	real_contraction
SRR33298446.380329	chr13L	22754	beginning	2	4	2.0	ID2,ID1	True	123.0	156	ambiguous	0.3	real_contraction
SRR33298446.313514	chr13L	22765	end	2	4	2.0	ID2,ID1	True	139.0	150	ambiguous	0.3	real_contraction
SRR33298446.67810	chr13L	22762	end	2	4	2.0	ID2,ID1	False	160.0	170	ambiguous	0.15	unconfirmed_end
SRR33298446.309918	chr13L	20637	end	2	4	2.0	ID2,ID1	True	148.0	158	ambiguous	0.3	real_contraction
SRR33298446.284501	chr13L	22731	beginning	2	4	2.0	ID2,ID1	True	110.0	146	ambiguous	0.3	real_contraction
SRR33298446.360663	chr13L	22740	beginning	2	4	2.0	ID2,ID1	True	110.0	148	ambiguous	0.3	real_contraction
SRR33298446.104620	chr13L	22752	end	2	4	2.0	ID2,ID1	True	180.0	189	ambiguous	0.3	real_contraction
SRR33298446.319303	chr13L	22753	beginning	2	4	2.0	ID2,ID1	True	94.0	131	ambiguous	0.3	real_contraction
SRR33298446.273501	chr13L	22742	beginning	2	4	2.0	ID2,ID1	True	115.0	152	ambiguous	0.3	real_contraction
SRR33298446.177793	chr13L	22746	beginning	2	4	2.0	ID2,ID1	False	125.0	161	ambiguous	0.15	unconfirmed_end
SRR33298446.344368	chr13L	22740	beginning	2	4	2.0	ID2,ID1	False	95.0	135	ambiguous	0.15	unconfirmed_end
SRR33298446.63938	chr13L	22749	beginning	2	4	2.0	ID2,ID1	True	92.0	135	ambiguous	0.3	real_contraction
SRR33298446.167342	chr13L	22736	beginning	2	4	2.0	ID2,ID1	True	105.0	146	ambiguous	0.3	real_contraction
SRR33298446.91894	chr13L	22742	beginning	2	4	2.0	ID2,ID1	True	114.0	144	ambiguous	0.3	real_contraction
SRR33298446.282588	chr13L	22736	end	2	4	2.0	ID2,ID1	True	124.0	136	ambiguous	0.3	real_contraction
SRR33298446.80310	chr13L	22738	end	2	4	2.0	ID2,ID1	True	134.0	145	ambiguous	0.3	real_contraction
SRR33298446.363639	chr13L	22730	beginning	2	4	2.0	ID2,ID1	False	94.0	134	ambiguous	0.15	unconfirmed_end
SRR33298446.144033	chr13L	22739	beginning	2	4	2.0	ID2,ID1	True	85.0	123	ambiguous	0.3	real_contraction
SRR33298446.110821	chr13L	22741	beginning	2	4	2.0	ID2,ID1	True	115.0	156	ambiguous	0.3	real_contraction
SRR33298446.198450	chr13L	22505	beginning	2	4	2.0	ID2,ID1	True	91.0	132	ambiguous	0.3	real_contraction
SRR33298446.147448	chr13L	22732	beginning	2	4	2.0	ID2,ID1	True	84.0	120	ambiguous	0.3	real_contraction
SRR33298446.72929	chr13L	22719	end	2	4	2.0	ID2,ID1	True	129.0	141	ambiguous	0.3	real_contraction
SRR33298446.188795	chr13L	22713	beginning	2	4	2.0	ID2,ID1	True	92.0	131	ambiguous	0.3	real_contraction
SRR33298446.293828	chr13L	21037	end	2	4	2.0	ID2,ID1	True	113.0	128	ambiguous	0.3	real_contraction
SRR33298446.54685	chr13L	21298	beginning	2	4	2.0	ID2,ID1	True	78.0	115	ambiguous	0.3	real_contraction
SRR33298446.387159	chr13L	22716	beginning	2	4	2.0	ID2,ID1	True	94.0	137	ambiguous	0.3	real_contraction
SRR33298446.127339	chr13L	22679	beginning	2	4	2.0	ID2,ID1	True	73.0	112	ambiguous	0.3	real_contraction
SRR33298446.302090	chr13L	22710	beginning	2	4	1.0	ID2,ID1	True	69.0	112	ambiguous	0.3	real_contraction
SRR33298446.335135	chr13L	22715	beginning	2	4	2.0	ID2,ID1	True	73.0	113	ambiguous	0.3	real_contraction
SRR33298446.197800	chr13L	22716	end	2	4	2.0	ID2,ID1	True	94.0	103	ambiguous	0.3	real_contraction
SRR33298446.183820	chr13L	22698	beginning	2	4	2.0	ID2,ID1	True	74.0	113	ambiguous	0.3	real_contraction
SRR33298446.322001	chr13L	22701	beginning	2	4	2.0	ID2,ID1	True	48.0	88	ambiguous	0.3	real_contraction
SRR33298446.285462	chr13L	22695	beginning	2	4	2.0	ID2,ID1	True	82.0	120	ambiguous	0.3	real_contraction
SRR33298446.23288	chr13L	22710	beginning	2	4	2.0	ID2,ID1	True	59.0	101	ambiguous	0.3	real_contraction
SRR33298446.253971	chr13L	22700	beginning	2	4	2.0	ID2,ID1	True	74.0	106	ambiguous	0.3	real_contraction
SRR33298446.21420	chr13L	22705	beginning	2	4	2.0	ID2,ID1	True	82.0	118	ambiguous	0.3	real_contraction
SRR33298446.83049	chr13L	22707	beginning	2	4	2.0	ID2,ID1	True	67.0	105	ambiguous	0.3	real_contraction
SRR33298446.125191	chr13L	20723	beginning	2	4	2.0	ID2,ID1	True	49.0	91	ambiguous	0.3	real_contraction
SRR33298446.197327	chr13L	22699	end	2	4	2.0	ID2,ID1	True	88.0	97	ambiguous	0.3	real_contraction
SRR33298446.146795	chr13L	22542	beginning	2	4	2.0	ID2,ID1	True	83.0	116	ambiguous	0.3	real_contraction
SRR33298446.66147	chr13L	22692	beginning	2	4	2.0	ID2,ID1	True	73.0	113	ambiguous	0.3	real_contraction
SRR33298446.343866	chr13L	22158	beginning	2	4	2.0	ID2,ID1	True	68.0	115	ambiguous	0.3	real_contraction
SRR33298446.192908	chr13L	20452	end	2	4	2.0	ID2,ID1	True	113.0	125	ambiguous	0.3	real_contraction
SRR33298446.345341	chr13L	22689	end	2	4	2.0	ID2,ID1	False	74.0	77	ambiguous	0.15	unconfirmed_end
SRR33298446.169558	chr13L	22658	beginning	2	4	2.0	ID2,ID1	True	84.0	123	ambiguous	0.3	real_contraction
SRR33298446.170956	chr13L	22680	beginning	2	4	2.0	ID2,ID1	True	73.0	105	ambiguous	0.3	real_contraction
SRR33298446.266955	chr13L	22664	beginning	2	4	2.0	ID2,ID1	True	59.0	98	ambiguous	0.3	real_contraction
SRR33298446.28261	chr13L	22663	end	2	4	2.0	ID2,ID1	True	74.0	84	ambiguous	0.3	real_contraction
SRR33298446.344325	chr13L	22629	beginning	2	4	2.0	ID2,ID1	True	63.0	105	ambiguous	0.3	real_contraction
SRR33298446.183441	chr13L	22631	end	2	4	2.0	ID2,ID1	True	74.0	83	ambiguous	0.3	real_contraction
SRR33298446.114422	chr13L	22544	end	2	4	2.0	ID2,ID1	True	86.0	96	ambiguous	0.3	real_contraction
SRR33298446.43282	chr13L	22113	end	2	4	2.0	ID2,ID2	True	161.0	196	ambiguous	0.3	real_contraction
SRR33298446.101530	chr13L	15971	beginning	1	4	1.0	ID2	True	152.0	187	ambiguous	0.3	real_contraction
SRR33298446.86055	chr13L	15953	beginning	1	4	1.0	ID2	True	128.0	174	ambiguous	0.3	real_contraction
SRR33298446.156015	chr13L	15908	beginning	1	4	1.0	ID2	True	88.0	117	ambiguous	0.3	real_contraction
SRR33298446.99025	chr13L	15877	end	1	4	1.0	ID2	True	79.0	87	ambiguous	0.3	real_contraction
SRR33298446.303606	chr13L	15865	beginning	1	4	1.0	ID2	True	65.0	102	ambiguous	0.3	real_contraction
SRR33298446.301601	chr13L	15848	end	1	4	1.0	ID2	True	65.0	78	ambiguous	0.3	real_contraction
SRR33298446.82778	chr13L	10310	end	0	4	0.0		False	17.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298446.85194	chr14L	34600	beginning	3	5	3.0	ID1,ID1,ID2	True	107.0	161	ambiguous	0.3	real_contraction
SRR33298446.232496	chr14L	28971	end	2	5	2.0	ID1,ID1	False	155.0	164	ambiguous	0.15	unconfirmed_end
SRR33298446.44307	chr14L	22109	beginning	1	5	1.0	ID1	True	102.0	140	ambiguous	0.3	real_contraction
SRR33298446.37112	chr14L	18464	end	0	5	0.0		False	3379.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298446.256184	chr14L	15083	end	0	5	0.0		True	52.0	-1	ambiguous	0.3	real_contraction
SRR33298446.134484	chr14R	9223	beginning	0	1	0.0		False	150.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298446.53083	chr14R	9202	end	0	1	0.0		True	153.0	-1	chr3L	0.6651	real_contraction
SRR33298446.58344	chr4R	47129	beginning	6	7	6.0	ID1,ID1,ID1,ID1,ID2,ID1	True	81.0	122	ambiguous	0.3	real_contraction
SRR33298446.124622	chr4R	41572	beginning	5	7	5.0	ID1,ID1,ID1,ID1,ID1	True	98.0	139	ambiguous	0.3	real_contraction
SRR33298446.237306	chr4R	41450	beginning	5	7	5.0	ID1,ID1,ID1,ID1,ID1	True	65.0	107	ambiguous	0.3	real_contraction
SRR33298446.122466	chr4R	35087	end	5	7	4.0	ID1,ID1,ID1,ID1,ID1	True	148.0	159	ambiguous	0.3	real_contraction
SRR33298446.245004	chr4R	34997	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	260.0	303	ambiguous	0.3	real_contraction
SRR33298446.13536	chr4R	34881	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	137.0	179	ambiguous	0.3	real_contraction
SRR33298446.101278	chr4R	34871	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	147.0	182	ambiguous	0.3	real_contraction
SRR33298446.118595	chr4R	34879	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	154.0	189	ambiguous	0.3	real_contraction
SRR33298446.301289	chr4R	34847	beginning	4	7	4.0	ID1,ID1,ID1,ID1	False	142.0	175	ambiguous	0.15	unconfirmed_end
SRR33298446.168616	chr4R	34838	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	150.0	183	ambiguous	0.3	real_contraction
SRR33298446.278838	chr4R	34852	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	147.0	184	ambiguous	0.3	real_contraction
SRR33298446.114865	chr4R	34850	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	108.0	143	ambiguous	0.3	real_contraction
SRR33298446.83334	chr4R	34853	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	141.0	180	ambiguous	0.3	real_contraction
SRR33298446.387908	chr4R	34842	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	132.0	165	ambiguous	0.3	real_contraction
SRR33298446.288374	chr4R	34849	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	114.0	150	ambiguous	0.3	real_contraction
SRR33298446.238526	chr4R	34841	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	115.0	153	ambiguous	0.3	real_contraction
SRR33298446.201478	chr4R	34823	end	4	7	4.0	ID1,ID1,ID1,ID1	True	119.0	128	ambiguous	0.3	real_contraction
SRR33298446.84665	chr4R	34832	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	99.0	140	ambiguous	0.3	real_contraction
SRR33298446.70289	chr4R	32804	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	92.0	132	ambiguous	0.3	real_contraction
SRR33298446.165403	chr4R	34822	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	76.0	116	ambiguous	0.3	real_contraction
SRR33298446.143759	chr4R	34803	beginning	4	7	4.0	ID1,ID1,ID1,ID1	False	108.0	140	ambiguous	0.15	unconfirmed_end
SRR33298446.160672	chr4R	34804	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	73.0	111	ambiguous	0.3	real_contraction
SRR33298446.350240	chr4R	34803	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	72.0	109	ambiguous	0.3	real_contraction
SRR33298446.194517	chr4R	34789	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	59.0	97	ambiguous	0.3	real_contraction
SRR33298446.247346	chr4R	34796	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	78.0	109	ambiguous	0.3	real_contraction
SRR33298446.171566	chr4R	34774	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	95.0	136	ambiguous	0.3	real_contraction
SRR33298446.160768	chr4R	34761	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	57.0	98	ambiguous	0.3	real_contraction
SRR33298446.117087	chr4R	34752	end	4	7	4.0	ID1,ID1,ID1,ID1	True	64.0	80	ambiguous	0.3	real_contraction
SRR33298446.342143	chr4R	34754	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	57.0	90	ambiguous	0.3	real_contraction
SRR33298446.132692	chr4R	34730	beginning	4	7	4.0	ID1,ID1,ID1,ID1	True	66.0	103	ambiguous	0.3	real_contraction
SRR33298446.241252	chr4R	34691	beginning	4	7	3.0	ID1,ID1,ID1,ID1	False	168.0	197	ambiguous	0.15	unconfirmed_end
SRR33298446.124408	chr4R	28183	beginning	3	7	3.0	ID1,ID1,ID1	True	110.0	149	ambiguous	0.3	real_contraction
SRR33298446.17744	chr4R	28145	beginning	3	7	3.0	ID1,ID1,ID1	True	73.0	115	ambiguous	0.3	real_contraction
SRR33298446.154530	chr4R	26767	end	3	7	3.0	ID1,ID1,ID1	True	52.0	61	ambiguous	0.3	real_contraction
SRR33298446.154642	chr4R	26751	beginning	3	7	3.0	ID1,ID1,ID1	True	51.0	87	ambiguous	0.3	real_contraction
SRR33298446.62069	chr4R	21637	beginning	2	7	2.0	ID1,ID1	True	99.0	141	ambiguous	0.3	real_contraction
SRR33298446.226258	chr4R	21478	beginning	2	7	2.0	ID1,ID1	True	47.0	91	ambiguous	0.3	real_contraction
SRR33298446.13977	chr4R	21472	beginning	2	7	2.0	ID1,ID1	True	64.0	98	ambiguous	0.3	real_contraction
SRR33298446.91775	chr4R	13652	beginning	1	7	1.0	ID1	True	80.0	117	ambiguous	0.3	real_contraction
SRR33298446.287045	chr4R	14780	beginning	1	7	1.0	ID1	True	46.0	85	ambiguous	0.3	real_contraction
SRR33298446.345834	chr4R	8074	end	0	7	0.0		False	377.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298446.79329	chr4R	7993	beginning	0	7	0.0		True	277.0	-1	ambiguous	0.3	real_contraction
SRR33298446.360226	chr4R	7919	end	0	7	0.0		False	238.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298446.162931	chr5L	5901	end	0	1	0.0		False	25.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298446.334918	chr6L	18240	beginning	0	1	0.0		False	96.0	-1	chr13L	0.4535	unconfirmed_end
SRR33298446.232070	chr6L	18204	beginning	0	1	0.0		True	110.0	-1	ambiguous	0.3	real_contraction
