read_id	chr_end	read_length	telo_side	y_prime_count_on_read	ref_count	y_prime_probe_count	y_prime_observed_array	end_confirmed	repeat_length	tail_bp	recombination_source	overall_confidence	loss_class
SRR33298452.35588	chr4R	8132	beginning	0	7	0.0		True	381.0	-1	ambiguous	0.3	real_contraction
SRR33298452.615307	chr4R	6446	beginning	0	7	0.0		True	306.0	-1	ambiguous	0.3	real_contraction
SRR33298452.531926	chr4R	7946	beginning	0	7	0.0		True	227.0	-1	ambiguous	0.3	real_contraction
SRR33298452.39168	chr4R	7848	beginning	0	7	0.0		True	93.0	-1	ambiguous	0.3	real_contraction
SRR33298452.155105	chr4R	7809	beginning	0	7	0.0		True	96.0	-1	ambiguous	0.3	real_contraction
SRR33298452.155106	chr4R	7764	end	0	7	0.0		True	98.0	-1	ambiguous	0.3	real_contraction
SRR33298452.104466	chr4R	7778	end	0	7	0.0		False	103.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298452.519629	chr5R	8598	end	0	1	0.0		False	1953.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298452.233670	chr6L	20745	end	0	1	0.0		False	1853.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298452.75050	chr6L	18682	end	0	1	0.0		False	2815.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298452.583979	chr6L	18301	beginning	0	1	0.0		True	171.0	-1	chr9R	0.8944	real_contraction
SRR33298452.441612	chr6L	18274	beginning	0	1	0.0		True	191.0	-1	ambiguous	0.3	real_contraction
SRR33298452.588379	chr6L	18236	beginning	0	1	0.0		True	143.0	-1	ambiguous	0.3	real_contraction
SRR33298452.148493	chr6L	18233	beginning	0	1	0.0		True	111.0	-1	ambiguous	0.3	real_contraction
SRR33298452.52899	chr6L	17719	beginning	0	1	0.0		True	145.0	-1	ambiguous	0.3	real_contraction
SRR33298452.362540	chr6L	16749	end	0	1	0.0		False	135.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298452.179478	chr6L	18209	beginning	0	1	0.0		True	109.0	-1	ambiguous	0.3	real_contraction
SRR33298452.624858	chr6L	18199	end	0	1	0.0		True	111.0	-1	ambiguous	0.3	real_contraction
SRR33298452.550301	chr6L	18180	beginning	0	1	0.0		True	87.0	-1	ambiguous	0.3	real_contraction
SRR33298452.625147	chr6L	18163	beginning	0	1	0.0		True	77.0	-1	ambiguous	0.3	real_contraction
SRR33298452.500898	chr6L	18120	end	0	1	0.0		False	61.0	-1	ambiguous	0.15	unconfirmed_end
SRR33298452.25041	chr8R	34994	end	0	1	0.0		False	124.0	-1	ambiguous	0.15	unconfirmed_end
